smiles,qed,sa,egfr,her2
O=C1N=C(N2CCN(c3cccc4ccccc34)CC2)SC1=Cc1ccccc1O,0.6313,5.0,-10.1,-11.9
Cc1cccc(N2CCN(C(=O)c3noc4c3COc3ccccc3-4)CC2C)c1,0.6655,5.0,-9.8,-11.3
Cc1cccc(N2CCN(C(=O)c3noc4c3CCc3ccccc3-4)CC2C)c1,0.6643,5.0,-10.3,-10.8
Cc1cccc(N2CC[SH](C(=O)c3noc4c3COc3ccccc3-4)CC2C)c1,0.6286,5.0,-10.2,-10.8
O=C1N=C(N2CCN(c3cccc4c3=CC=C[SH]=4)CC2)SC1=Cc1ccccc1O,0.4311,5.0,-10.1,-10.6
Cc1cccc(N2CCN(C(=O)c3noc4c3COc3ccccc3-4)CC2I)c1,0.2985,5.0,-9.9,-10.7
Cc1cccc([SH]2CCN(C(=O)c3noc4c3COc3ccccc3-4)CC2C)c1,0.6369,5.0,-9.6,-11.0
O=C1C2C3C=CC(CC3)C2C(=O)N1N=Cc1c(O)ccc2ccccc12,0.516,5.0,-9.5,-10.8
Cc1cccc(N2CCN(C(=O)c3noc4c3COc3ccccc3-4)CN2C)c1,0.6691,5.0,-9.4,-10.8
Cc1cccc(N2CCN(C(=O)c3noc4c3COc3ccccc3-4)CC2P)c1,0.6065,5.0,-9.5,-10.7
O=C1N=C(N2CCN(c3cccc4c3=CC=C[SH]=4)CC2)SC1=Cc1cccpc1O,0.4118,5.0,-9.6,-10.5
Cc1cccc(N2CCN(C(=O)c3noc4c3COS3=CC=CC=C43)CC2C)c1,0.7071,5.0,-8.9,-11.0
O=C(CI1CNCc2ccccc21)Nc1ccccc1C(=O)Nc1ccccc1,0.2785,5.0,-10.2,-9.7
Cc1cccc(N2CCN(C(=O)c3noc4c3COc3ccncc3-4)CC2C)c1,0.6687,5.0,-9.8,-10.0
O=C(CN1CPCc2ccccc21)Nc1ccccc1C(=O)Nc1ccccc1,0.6154,5.0,-9.6,-10.2
O=C(CN1CNCc2ccccc21)Nc1ccccc1C(=O)Nc1ccccc1,0.628,5.0,-9.5,-10.2
O=C1N=C(N2CCN(c3cccc4c3=CC=C[SH]=4)CC2)SC1=Cc1ccccc1Cl,0.4206,5.0,-8.7,-10.7
O=C1N=[PH](N2CCN(c3cccc4c3=CC=C[SH]=4)CC2)SC1=Cc1ccccc1O,0.3162,5.0,-9.4,-9.8
CCOC(=O)Nc1cccc(NC(=O)NC(C)c2ccc(C)c(C)c2)c1C,0.6888,4.5776,-9.4,-9.7
O=C1I=C(N2CCN(c3cccc4c3=CC=C[SH]=4)CC2)SC1=Cc1ccccc1O,0.2004,5.0,-9.1,-10.0
NC(=O)C1=CC#CS(OCCC(=O)NCc2cc(=O)[nH]c3ccccc23)=C1,0.4872,4.3968,-9.5,-9.5
O=C(c1ccc(-c2ccccc2)cc1)C1CCCN(S(=O)CSc2nccpn2)C1,0.3693,4.6831,-8.8,-10.1
CCOC(=O)Nc1cccc(NC(=O)NC(C)c2ccc(C)c(Cl)c2)c1C,0.6393,4.5575,-9.2,-9.7
O=C1N=C(N2CCN(c3cccc4c3=CC=C[SH]=4)CC2)SC1Cc1ccccc1O,0.5714,5.0,-9.0,-9.9
NC(=O)c1cc#cc(OCCC(=O)NCc2cc(=O)[nH]c3ccccc23)c1,0.5871,4.3883,-8.8,-10.0
O=C1C2C3CCC(CC3)C2C(=O)N1N=CC1=C(O)C=CS2=CC=CC=C12,0.462,5.0,-8.9,-9.9
NC(=O)c1cc#cc(OCCC(=O)NCc2cc(=O)[nH]c3ncccc23)c1,0.5688,4.4111,-9.2,-9.5
Cc1ccc(C(C[NH3+])S(=O)(=O)c2c#cc(F)cc2)cc1,0.9278,3.8274,-9.1,-9.4
CCOC(=O)Nc1cccc(NC(=O)NC(C)c2ccc(C)c(F)c2)c1C,0.6978,4.5463,-9.2,-9.2
CCOC(=O)Cc1cccc(NC(=O)NC(C)c2ccc(C)c(F)c2)c1C,0.7373,4.5031,-8.9,-9.5
CCc1c(C(=O)N2CCP(Cc3cc(=O)n4ccsc4n3)CC2)cnn1-c1ccc(N)cc1,0.3494,5.0,-9.2,-9.2
NC(=O)c1cc#cc(OCCC(=O)OCc2cc(=O)[nH]c3ccccc23)c1,0.6204,4.306,-8.8,-9.5
Cc1ccc(C(C[NH3+])S(=O)(=O)c2c#cc(O)cc2)cc1,0.883,3.8013,-8.8,-9.5
NC(=O)c1cc#cc(OCCC(=O)NNc2cc(=O)[nH]c3ccccc23)c1,0.4678,4.2896,-9.2,-9.1
NC(=O)c1cc#cc(OCCC(=O)NCc2cc(=O)[nH]c3cccpc23)c1,0.5798,3.9616,-8.8,-9.4
O=C1N=C(N2CCN(c3cccc4c3=CC=P[SH]=4)CC2)SC1=Cc1ccccc1O,0.3162,5.0,-9.1,-9.0
O=C(COc1cccnc1C#P)NN=C(F)c1ccc2c(c1)CCCC2,0.4984,4.4246,-8.6,-9.5
CCc1c(C(=O)N2CCP(Pc3cc(=O)n4ccsc4n3)CC2)cnn1-c1ccc(F)cc1,0.3928,5.0,-8.8,-9.3
Cc1ccc(NC(O)CI2C(=O)N(C)C(=S)N2NC(=O)c2ccc(Cl)cc2)c(C)c1,0.0938,4.801,-9.0,-9.0
O=C1C2C3C=CC(CC3)C2C(=O)N1N=PC1=C(O)C=CS2=CC=CC=C12,0.338,5.0,-8.8,-9.1
O=C1C2C3C=CC(CC3)C2C(=O)N1N=CC1=C(Br)C=CS2=CC=CC=C12,0.2897,5.0,-8.7,-9.2
Cc1ccc(N2CC(C(=O)PCC(=O)Nc3ccc(CO)cc3)CC2=O)cc1,0.7024,4.6619,-8.5,-9.4
Cc1ccc(C(C)NC(=O)Nc2cccc(NC(=O)OCCl)c2C)cc1F,0.6202,4.3504,-8.7,-9.1
Oc1ccccc1C=C1SC(N2CCN(c3cccc4c3=CC=C[SH]=4)CC2)=NC1O,0.4982,5.0,-9.6,-8.2
Cc1ccc(NC(=O)CC2C(=P)[SH](C)C(=S)N2NC(=O)c2ccc(Cl)cc2)c(C)c1,0.3355,4.5797,-9.1,-8.7
CCOC(=O)Nc1cccc(NC(=O)NC(C)c2ccc(C)c(F)c2)c1Br,0.5892,4.4652,-8.6,-9.1
CCc1c(C(=O)N2CCP(Cc3cc(=O)n4ccsc4n3)CC2)cnn1-c1ccc(F)pc1,0.3812,5.0,-8.5,-9.2
O=C(Cl)N1CCCC(C(=O)N2CCC(OSc3ccccc3)CC2)C1,0.4515,4.5801,-8.3,-9.3
Cc1ccc(NC(=O)CC2C(=P)N(C)C(=S)N2NC(=O)c2ccc(Cl)cc2)c(C)c1,0.5246,4.6236,-9.2,-8.3
O=C1C2C3C=CC(CC3)C2C(=O)N1NCC1=C(O)C=CS2=CC=CC=C12,0.4563,5.0,-8.8,-8.7
CC1CC(C)CN(C(=O)C(Cc2ccccc2)NC(=O)c2cnco2)C1,0.8942,4.9978,-8.6,-8.9
CCc1c(C(=O)N2CCP(Cc3cc(=O)n4ccsc4n3)SC2)cnn1-c1ccc(F)cc1,0.3796,5.0,-8.3,-9.2
O=C(CCOc1c#ccc(C(=O)S)c1)NCc1cc(=O)[nH]c2ccccc12,0.5489,4.1287,-8.1,-9.4
CCOC(=O)Nc1cccc(NC(=O)NC(C)c2ccc(C)c(F)c2)c1F,0.7051,4.5197,-8.5,-9.0
Cc1ccc(C(C)NC(=O)Nc2cccc(NC(=O)OCI)c2C)cc1F,0.3992,4.2297,-8.5,-8.9
O=C1C2C3C=CC(CC3)C2C(=O)N1N=CC1=C(I)C=CS2=CC=CC=C12,0.1996,5.0,-8.9,-8.5
O=C1C2C3C=CC(CC3)C2C(=O)N1N=CC1C2=CC=CC=S2C=CC1O,0.3516,5.0,-8.7,-8.7
CC(=NNC(=O)COc1cccnc1C#P)c1ccc2c(c1)CCNC2,0.484,4.557,-8.1,-9.3
CC1CC(C)CN(C(O)C(Cc2ccccc2)NC(=O)c2ccco2)C1,0.8352,4.8777,-8.7,-8.7
Cc1cc(NC(=O)CC2Oc3ccc(Cl)cc3NC2=O)[nH]n1,0.8066,4.8217,-8.6,-8.8
O=C(Cl)N1CCCC(C(=O)N2CCC(OCc3ccccc3)CC2)C1,0.6083,4.9076,-8.5,-8.8
CCOC(=O)Nc1cccc(NC(=O)NC(C)c2cnc(C)c(F)c2)c1C,0.7279,4.514,-8.6,-8.7
CCC1(CC)NC(=O)N(CC(=O)NC2CC3CNCc4cccc2c43)C1O,0.6274,5.0,-8.4,-8.8
Cc1ccc(NC(O)CC2C(=O)N(C)C(=S)N2NC(=O)c2ccc(Cl)pc2)c(C)c1,0.4485,4.21,-8.9,-8.3
Cc1cc(NC(=O)CN2Sc3ccc(Cl)cc3NC2=O)[nH]n1,0.7511,4.6393,-8.3,-8.9
O=C1C2C3C=CC(CC3)C2C(=O)N1N=CC1=C(O)C=CS2=CC=PC=C12,0.2614,5.0,-8.6,-8.6
Cc1ccc(C(C[NH3+])S(=N)(=O)c2c#cc(F)cc2)cc1,0.8899,3.6534,-8.2,-9.0
CCC1(CC)SC(=O)N(CC(=O)NC2CC3CNCc4cccc2c43)C1O,0.7208,5.0,-8.2,-9.0
CC(NC(=O)C1=CCCC1)C(=O)NC(C)c1noc(Cc2ccccc2)n1,0.7823,4.836,-7.8,-9.4
CCC1(CC)NC(=O)C(CC(=O)NC2CC3CNCc4cccc2c43)C1O,0.6312,5.0,-8.2,-9.0
O=C(C1CCC[SH](C(=O)Cl)C1)N1CCC(OCc2ccccc2)CC1,0.6318,4.6214,-8.2,-9.0
Cc1ccc(NC(=N)CC2C(=P)N(C)C(=S)N2NC(=O)c2ccc(Cl)cc2)c(C)c1,0.2696,4.3491,-9.2,-8.0
O=C(Cl)N1CCCN(C(=O)N2CCC(OCc3ccccc3)CC2)C1,0.6106,4.7764,-8.2,-9.0
O=S1N=C(N2CCN(c3cccc4c3=CC=C[SH]=4)CC2)SC1=Cc1ccccc1O,0.5376,5.0,-9.0,-8.2
O=C(Cl)N1CCCC(C(O)N2CCC(OCc3ccccc3)CC2)C1,0.6424,4.7015,-8.4,-8.7
CC(=O)N1CCCC(C(=O)N2CCC(OCC3=PC=CCC3)CC2)C1,0.7209,4.5204,-8.0,-9.1
CC(NC(=O)C1=COCC1)C(=O)NC(C)c1noc(Cc2ccccc2)n1,0.7675,4.7162,-8.0,-9.0
O=C1C2C3C=CC(CC3)C2C(=O)N1N=CC1=C(O)C=CS2=CC=CC=C12,0.3534,5.0,-8.7,-8.3
O=C(Cl)N1CCCC(C(=O)N2CCC(OCc3ccccc3)CS2)C1,0.4539,4.5043,-8.2,-8.8
Cc1ccn(C)c(=O)c1NC(=O)C(=O)NPC(C)OC1=CC=CCC1F,0.6022,3.708,-8.2,-8.8
CC1CN(C)CN(C(=O)C(Cc2ccccc2)NC(=O)c2ccco2)C1,0.8908,4.9336,-8.7,-8.3
Cn1cc(CC(=O)ONC(=O)NNCc2cccs2)c2ccccc21,0.6109,4.6431,-8.3,-8.7
Cc1cc(C)c(NC(=O)CC2C(=P)N(C)C(=S)N2NC(=O)c2ccc(Cl)cc2)cn1,0.5257,4.6369,-8.7,-8.3
O=C(Cl)N1COCC(C(=O)N2CCC(OCc3ccccc3)CC2)C1,0.6064,4.7388,-8.2,-8.8
CCC1(CC)NC(=O)N(CC(=O)NC2CC3CNCc4pccc2c43)C1O,0.618,4.7014,-7.8,-9.2
Cc1ccn(C)c(=O)c1NC(=O)C(=O)NCC(C)OC1=CC=CCC1F,0.7728,3.9268,-8.0,-8.9
O=C(Cl)N1CCCC(C(=O)N2CCI(OCc3ccccc3)CC2)C1,0.2879,5.0,-7.9,-9.0
Cc1cc(NC(=O)CC2Sc3ccc(Cl)cc3NC2=N)[nH]n1,0.6922,4.6746,-8.3,-8.6
Cn1cc(CC(=O)NNC(=O)NNOc2cccs2)c2ccccc21,0.5205,4.5839,-8.6,-8.3
Cc1ccn(C)c(=O)c1NC(=O)C(=O)NCC(C)OC1=CCCCC1F,0.7752,4.0508,-8.0,-8.9
COC1=CC=C(C(=O)NN=Cc2ccc(OCC3COCNO3)cc2)CC1,0.5579,4.407,-8.2,-8.7
CC(N[SeH](=O)c1ccoc1)C(=O)NC(C)c1noc(Cc2ccccc2)n1,0.5065,4.8192,-8.3,-8.6
CC(NC(=O)c1ccoc1)C(=O)NC(O)c1nsc(Cc2ccccc2)n1,0.5316,4.6445,-8.2,-8.7
CCC1(CC)NC(=O)N(CC(O)NC2CC3CNCc4cccc2c43)C1O,0.4812,4.8711,-8.2,-8.7
O=C(Cl)N1CCCC(C(=O)N2CCC(OCc3ccccn3)CC2)C1,0.6076,4.884,-8.2,-8.7
O=C(Cl)N1CCCC(C(=O)N2CCC(OCc3ccpcc3)CC2)C1,0.5868,4.3035,-8.2,-8.7
C=C(C1CCCN(C(=O)Cl)C1)N1CCC(OCc2ccccc2)CC1,0.5794,4.6504,-8.0,-8.9
Cn1cc(CC(=O)NNC(=O)NNCc2cccs2)c2ccccc21,0.5254,4.8473,-8.0,-8.8
CC1=CCC(O)C([N-]S(=O)(=O)c2c(C)cccc2[N+](=O)[Se-])=C1,0.8035,3.7622,-8.3,-8.5
CCC1(CC)NC(=O)N(CC(=O)NC2CC3CNCc4cccc2c43)C1P,0.6775,5.0,-8.0,-8.8
CC(=NNC(=O)COc1cccnc1C#P)c1ccc2c(c1)CCCO2,0.5009,4.6463,-7.8,-9.0
Cc1ccc(N2CC(C(=O)OCC(=O)Cc3ccc(CO)cc3)CC2=O)cc1,0.7436,4.9516,-7.5,-9.3
