SMILES,Dock,QED,SA
CCNC(=O)[C@@]1(Cc2ccccc2-c2cccnc2)CCCN(C(=O)c2cc(F)cc(F)c2)C1,-10.0000,0.5800,5.9113
Cc1ccc(C(=O)N2CCC[C@H]2C2CC[NH+](Cc3ccccn3)CC2)c(F)c1,-9.9000,0.8828,3.3117
Cc1cc(C)n(-c2ccc(C[C@@H]3CCCC[NH+]3Cc3ccc(F)cc3)nn2)n1,-9.8000,0.7402,4.2516
O=C1/C(=C/c2ccc3c(c2)OCO3)c2nc3ccsc3c(=O)n2Cc2ccccc21,-9.7000,0.4409,5.5212
CC(C)N1C(=O)c2ccc(C(=O)Nc3ccc4c(c3)CCC4)cc2NC1=O,-9.7000,0.7502,4.1872
O=C1N[C@H](c2c([O-])on[n+]2-c2ccccc2)Nc2c(c(=O)[nH]c3ccccc23)N1,-9.6000,0.3783,5.9931
C[C@@H](NC(=O)N1CCN([C@@H](C)c2nc(-c3ccccc3)no2)CC1)c1ccc(F)cc1,-9.6000,0.6708,5.4452
C[C@H]1C[C@@H](C)CN(S(=O)(=O)c2cccc(C(=O)Nc3ccc(Cl)c([N+](=O)[O-])c3)c2)C1,-9.6000,0.5416,5.0932
O=C(/C=C/c1ccccc1Cl)Nc1ccccc1-c1ncccc1Cl,-9.6000,0.5990,5.1499
Cc1cc(F)c2nc(C(C)(C)C)cc(C(=O)Nc3c(C)n[nH]c3C)c2c1,-9.5000,0.7079,4.0082
C[C@H]1C(=O)N(CC(=O)NC2CCCCC2)C2=C(c3ccccc3C(=O)N2)c1O,-9.5000,0.7542,4.0469
O=C(NNC(=O)c1cc(F)c(F)c(F)c1F)c1ccc(S(=O)(=O)N2CCSCC2)cc1,-9.5000,0.3043,4.3985
O=C(Nc1nnc(-c2ccc(Cl)cc2)o1)c1ccc(-c2ccc(F)cc2)o1,-9.5000,0.5335,5.9843
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccc(C)c(F)c1,-9.5000,0.6583,4.4176
Cc1ccc(NC(=O)[C@@H]2CCCN(C(=O)Nc3cccc(C(F)(F)F)c3)C2)nc1,-9.5000,0.7986,4.1278
CCN1CCO[C@H](c2nc(-c3cccc([N+](=O)[O-])c3)nc3ccccc23)C1,-9.4000,0.5197,4.6711
O=C([C@H]1CC(=O)Nc2ccccc21)N1CCN(Cc2ccccc2)CC1,-9.4000,0.9261,3.1878
