smiles,qed,sa,egfr,her2
C[C@H]1CCCCN1S(=O)(=O)c1cccc(C(=O)Nc2nnc(-c3ccc4c(c3)OCO4)o2)c1,0.6025,3.0,-9.6,-9.8
O=C(Nc1ncc(-c2ccccc2)s1)[C@@H]1CC(=O)N(c2cccc3cccnc23)C1,0.5387,3.0,-8.8,-9.6
Cc1cccc([C@@H](C)[C@@H](C)NC(=O)N[C@H](C)c2ccc3ccccc3c2)c1,0.6018,5.75,-8.4,-9.3
Cc1cc(-c2cn3c(CCC(=O)NC(=O)NC4CCCCCC4)nnc3s2)ccn1,0.6067,3.0,-8.6,-9.1
Cc1cccc(-n2ncc(/C([O-])=[NH+]/CC(=O)Nc3ccc(N4CCCCC4)cn3)n2)c1,0.4222,3.0,-8.4,-9.0
O=C(O[C@H](C(=O)N1CCOCC1)c1ccccc1)c1csc(-c2ccc(F)cc2)n1,0.5821,3.0,-8.7,-8.6
CC1=NN(C(=O)CSc2nnnn2Cc2ccc(Cl)cc2)C(=O)/C1=C/c1cccn1-c1ccccc1,0.2704,3.0,-8.1,-9.2
C[C@H]1C[C@@H]1c1ccc(/C=C/C(=O)Nc2nnc(-c3cccc(C(=O)[O-])c3)o2)o1,0.6539,3.0,-8.3,-8.9
Cc1ccc(-c2n[nH]cc2C[NH2+]C[C@H]2CCC[C@H](C(=O)NC3CCCCC3)C2)cc1,0.6522,3.0,-8.5,-8.7
CC(C)c1ccc(-c2cc(NC(=O)c3ccc(C(F)(F)F)cc3)nn2C)cc1,0.6442,3.25,-8.5,-8.7
O=C(CCc1ccccc1N1CCOCC1)Nc1ccc(C(=O)c2ccccc2)cc1,0.585,3.0,-8.1,-9.1
O=C(NC[C@H](c1cccc(Cl)c1)[NH+]1CCCC1)Nc1nnc(-c2ccc3c(c2)OCO3)o1,0.5267,3.0,-8.7,-8.5
O=C(NC[C@@H](O)c1ccc(F)cc1)Nc1nnc(-c2cccc(F)c2)o1,0.6496,3.0,-8.5,-8.6
O=C(CCc1nc(Cc2ccccc2)no1)N1CCN(Cc2cc3ccccc3o2)CC1,0.4452,3.0,-8.2,-8.9
O=C(NCCc1nc(C2CCCC2)no1)c1cccc(OCc2cccnc2)c1,0.629,3.0,-8.3,-8.7
CCc1cccc(C2=CCNC(=O)[C@@H]2CC(=O)Nc2n[nH]c(-c3ccc(C)o3)n2)c1,0.5833,3.0,-8.6,-8.4
C[C@@H](c1ccc(OCc2ccc(F)cc2)cc1)S(=O)(=O)c1nc2ccccc2o1,0.4425,3.0,-8.1,-8.8
Cc1nn(-c2ccccc2)c(C)c1CCC(=O)NCCc1nnc2n1CCCCC2,0.654,3.0,-8.1,-8.8
O=C(Nc1ccnn1Cc1ccccc1)C1CCN(C(=O)c2cnc3ccccc3n2)CC1,0.5137,3.0,-8.0,-8.9
Cn1c(C[C@H](O)c2cc(NC(=O)c3cccs3)nc3ccccc32)cccc1=O,0.5321,3.0,-8.0,-8.9
COc1ccc(Cl)cc1N1C[C@@H](c2nnc(NC(=O)Nc3cccc(Cl)c3)s2)CC1=O,0.5371,3.0,-8.0,-8.9
COc1ccc(C(=O)CCC(=O)N2CC[NH+](Cc3nc4sc(C)c(C)c4c(=O)[nH]3)CC2)cc1,0.5115,3.0,-8.2,-8.6
C[C@@H]1C[C@H](C)CC/C1/C=N\c1ccc(-c2nnc(Cc3ccccc3)o2)cc1,0.5076,3.0,-8.6,-8.2
CS(=O)(=O)[C@@H]1CC[C@H](OC(=O)c2cccc(OCc3cn4cccnc4c3)c2)C1,0.5764,3.0,-8.1,-8.6
O=C(NC[C@H](c1ccc(F)cc1)N1CCOCC1)C1=Cc2cc(Cl)ccc2OC1,0.8108,3.0,-8.5,-8.1
CC[C@@H]1[NH+]=c2ccc(Cl)cc2=C1NC(=O)[C@@H](C)OC(=O)c1cc2c(s1)CC[C@@H](C)C2,0.685,3.0,-8.2,-8.4
COc1cc(C(=O)NC[C@H]2C[C@@]23CCc2ccccc23)c(F)cc1F,0.921,4.0,-8.3,-8.3
