smiles,qed,sa,egfr,her2
Cc1ccc(C)c(-c2cccc(C(=O)NCc3ccccc3OC(C)C)c2)c1,0.6029,4.25,-8.7,-9.2
Cc1sc2ccccc2c1CCc1noc(-c2cccc(Cl)c2)n1,0.4716,3.0,-8.3,-9.3
COc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=O)N(Cc3ccccc3F)C2=O)cc1,0.3172,3.0,-9.1,-8.5
CC(=O)N1CSc2c(O)cc(C(=O)Nc3c(F)c(F)c(F)c(F)c3F)cc2C1,0.4429,3.0,-8.6,-8.9
C[C@@H](NC(=O)Cc1cccc(NC(=O)C(=O)NC2CCCCCC2)c1)c1ccccn1,0.4913,3.0,-8.5,-9.0
Cc1cc(NC(=O)CCN2C(=O)c3ccccc3C2=O)nc(-c2ccccc2)n1,0.6805,3.0,-8.0,-9.4
O=C(Nc1cccc2cccnc12)C(c1ccccc1)c1ccccc1,0.5685,4.5,-8.9,-8.5
O=C(Nc1cc(Cl)ccc1Cl)c1cccc(S(=O)(=O)N[C@@H]2CCC[C@H](C3CC3)C2)c1,0.5899,3.0,-8.4,-9.0
O=C(CCc1ccccc1)NNC(=O)[C@H]1CCC(=O)N(CCc2ccccc2)C1,0.7085,3.5,-8.3,-9.0
Cc1nc(-c2ccccc2)sc1COC(=O)c1cccc(-c2noc(C3CC3)n2)c1,0.3908,3.0,-8.3,-9.0
C[C@@H](Cc1nc2ccccc2c(=O)[nH]1)NC(=O)c1n[nH]c2c1CCCC2,0.6675,3.0,-8.5,-8.7
CCc1[nH]ncc1C(=O)Nc1cccc(C(=O)N[C@H]2CCSc3ccccc32)c1,0.5929,3.0,-8.2,-8.8
O=C(NCc1cccc(Br)c1)N[C@H]1C[C@H]2CCCc3cccc1c32,0.7821,6.0,-8.0,-9.0
Cc1ccccc1-c1nnc(SCc2cc(=O)n3cccc(C)c3n2)o1,0.5147,3.0,-8.5,-8.5
CCc1ccccc1NC(=O)[C@H]([NH2+][C@@H]1CCS(=O)(=O)c2ccccc12)c1ccccc1,0.6227,3.25,-9.2,-7.8
O=C(CCCN1C(=O)c2ccccc2C1=O)Nc1ccc(N2CCCCCCC2)cc1,0.7015,3.5,-8.3,-8.7
COc1ccccc1-c1cccc(N2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)n1,0.4644,3.0,-8.0,-8.9
CN(C)c1ccc(CCC(=O)Nc2cccc(-c3nnc4n3CCC4)c2)cc1,0.7159,3.0,-7.9,-9.0
Cc1cccc(NC(=O)[C@@H](C)Sc2nnc(Cc3ccc(Cl)cc3)o2)c1,0.6184,3.0,-8.3,-8.5
Cc1ccccc1-c1cccc(NC(=O)c2ccccc2Br)c1,0.6352,6.75,-8.3,-8.5
CCn1nc(C(=O)N2CCN(C(=O)c3ccccc3Cl)CC2)c2ccccc2c1=O,0.6474,3.0,-8.4,-8.3
Cc1cccc(C(=O)Nc2ccc(N3CC[NH+](Cc4ccccc4)CC3)c(F)c2)c1,0.6848,4.25,-8.0,-8.7
O=C(NC[C@H](c1ccco1)[NH+]1CCCC1)c1cccc(NC(=O)c2ccccc2)c1,0.5668,3.0,-8.0,-8.7
NC(=O)c1cccc(NC(=O)N2CCC(NC(=O)c3ccc(Cl)cc3)CC2)c1,0.7344,4.0,-8.3,-8.3
Cc1ccc(NC(=O)Cn2nc(-c3ccccc3)ccc2=O)c(C)c1,0.7975,4.25,-7.8,-8.8
COc1cc(C)ccc1NC(=O)C1=NN(c2ccccc2)[C@@H]1c1ccccc1Cl,0.6333,3.0,-8.2,-8.4
Cc1cccc(N2CCN(Cc3ccc(OCc4ccc(C)c(C)c4)cc3)CC2)[nH+]1,0.6148,3.25,-8.1,-8.5
Cc1ccc(C)c(N(C)S(=O)(=O)c2ccc(NS(=O)(=O)c3cccc([N+](=O)[O-])c3)cc2)c1,0.4086,3.0,-7.9,-8.7
Cc1ccccc1C[C@@H](C)NC(=O)c1cccc(Oc2ccccn2)c1,0.7126,3.0,-7.6,-9.0
Cc1nc(-c2ccc[nH]2)sc1CC(=O)NCc1ccc(C[NH+]2CCCCCCC2)cc1,0.5283,3.0,-8.1,-8.4
Cc1cc2nc([O-])cc(S[C@H](C)C(=O)Nc3ccc(F)cc3)c2cc1C,0.7007,3.0,-7.9,-8.6
Cc1ccc(CNC(=O)CN2C(=O)c3ccccc3C2=O)cc1,0.8774,5.5,-7.8,-8.7
Cc1ccc(C)c(S(=O)(=O)N[C@@H](C)c2nnc3n2CCCCC3)c1O,0.868,3.0,-7.9,-8.5
O=C(CSc1nc(-c2ccc(Cl)cc2)n[nH]1)Nc1ccc(N2CCCCCC2)cc1,0.5117,3.0,-8.1,-8.3
Cc1cc(CNC(=O)c2c(OCc3ccccc3F)cccc2OCCF)ccc1F,0.513,3.0,-8.5,-7.9
COC(=O)c1ccc(Cl)cc1NC(=O)c1ccc(NC(=O)C2CCCCC2)cc1,0.6814,3.0,-7.8,-8.6
O=C(O[C@H](C(=O)Nc1ccccc1Cl)c1ccccn1)c1ccc(F)cc1,0.6614,3.0,-8.3,-8.0
O=C(CCc1cccc(O)c1)Nc1ccccc1N1CCc2sccc2C1,0.6828,3.25,-8.6,-7.7
O=C(Cc1ccccc1)NCC(=O)N(CCc1ccccc1)c1ccccn1,0.6602,3.0,-8.0,-8.3
Cc1ccc(-n2ncc3c([O-])nnc(Nc4ccccc4F)c32)cc1,0.6228,3.0,-8.6,-7.6
COc1ccccc1-c1ccc(CN[C@@H](C)c2ccc(Cl)cc2Cl)cc1,0.5208,3.75,-7.6,-8.6
C[C@H]1CCCN(C(=O)c2cccc(NC(=O)c3ccc(F)cc3)c2)C[C@@H]1O,0.8709,5.5,-8.0,-8.2
C[C@@H]1C[C@@H](C)CN(C(=O)c2ccc(NC(=O)c3cccc([N+](=O)[O-])c3)cc2)C1,0.6406,4.5,-7.7,-8.4
CCn1c(=O)n(C[C@H](C)c2nc(C)nc3cc(Cl)c(C)cc23)c2ccccc21,0.4973,3.0,-8.0,-8.1
O=C(Cc1cccc(F)c1)N1CCc2c(cccc2N2CCOC2=O)C1,0.8516,4.0,-8.1,-8.0
O=C(N[C@H]1CCCc2ccccc21)N[C@H](c1ccccn1)C1CCCCC1,0.7957,4.5,-8.3,-7.8
O=C(NCc1cc(-c2ccccc2)[nH]n1)c1cc(Cl)ccc1Cl,0.7394,3.75,-7.6,-8.5
Cc1cccc(C(=O)C[C@@H](C)NC(=O)N[C@H]2CC(=O)N(c3ccccc3)C2)c1,0.7574,4.0,-7.6,-8.5
Cc1ccccc1NC(=O)c1cccc(OC[C@@H]2C[NH+](C)CCN2C)c1,0.8545,4.0,-7.6,-8.5
Cc1ccccc1O[C@H](C)CNC(=O)NC[C@@H]1COc2ccccc2O1,0.835,3.0,-7.7,-8.4
Cc1c(C(=O)N(C)C)cccc1NC(=O)CCCc1nc(-c2ccccc2)no1,0.6621,3.0,-7.7,-8.3
Cc1ccccc1NC(=O)C(=O)N[C@H](c1ccccc1)c1ccc(Cl)cc1,0.6569,5.25,-8.3,-7.7
O=C(NCc1nc(-c2cccs2)no1)c1cc2cc3c(cc2[nH]1)OCO3,0.5741,3.0,-7.9,-8.1
Cc1cccc(C)c1C[C@@H](C)N(C)C(=O)NC[C@@H](C)[NH+]1CCCCCC1,0.8041,5.75,-7.7,-8.3
Cc1ccc2c(CC(=O)Nc3ccc(N(C)C)cc3)cccc2c1,0.7733,6.25,-7.8,-8.2
Cc1ccc(NC(=O)CNc2cccc3c2O[C@H](C)CC3)c(C)c1,0.8912,5.0,-7.4,-8.6
C[C@@H](C[NH2+][C@H]1CCc2nc(-c3ccccc3)nn21)Cc1ccccc1F,0.7421,3.0,-7.6,-8.4
C[C@H]1CN(c2ccccc2Cl)C(=O)[C@H]1CCC(=O)Nc1ccc(F)cc1,0.8374,4.5,-7.6,-8.4
Cc1ccc([C@@H](C)NC(=O)c2cccc(F)c2F)cc1F,0.9132,6.5,-7.6,-8.3
Cc1cccc([C@H](C)[NH2+]Cc2ccc(Oc3ccccc3)cc2)c1,0.7053,4.75,-7.5,-8.4
O=C(c1ccccc1Oc1ccccc1)N1CCc2ccccc2C1,0.6982,5.25,-8.1,-7.8
Cc1ccc(N2C[C@H](C(=O)N[C@@H](c3ccccc3)c3ccccn3)CCC2=O)cc1C,0.6765,3.25,-8.2,-7.7
O[C@@H](c1cccc(F)c1)C1CCC([NH2+]Cc2ccccc2)CC1,0.8736,6.0,-7.8,-8.1
Cc1cc(C)cc(CCNC(=O)c2cccc(F)c2F)c1,0.9159,6.5,-8.0,-7.8
Cc1ccccc1[C@@H](C)NC(=O)CN1C(=O)c2ccccc2[S@@]1=O,0.9274,5.0,-7.9,-7.9
CCOc1ccccc1OCC(=O)N(C)Cc1nc2ccccc2c(=O)[nH]1,0.6929,3.0,-7.7,-8.1
Cc1cc(C)cc(NC(=O)CCCc2ccccc2C)c1,0.854,7.0,-7.4,-8.4
Cc1cc(NC(=O)C[C@H]2SC(N3CCOCC3)=NC2=O)n(-c2ccccc2)n1,0.844,3.0,-7.6,-8.2
CC(C)c1ccccc1NC(=O)CNS(=O)(=O)c1ccc(Cl)c(Br)c1,0.7014,3.5,-7.3,-8.4
C/C(=N\Nc1nnc(SCC(=O)Nc2cccc(C)c2)n1N)c1ccc(C)cc1,0.2392,3.0,-7.6,-8.1
Cc1ccccc1-n1c(SCC(=O)Nc2ccc3c(c2)OCO3)nnc1-c1ccccn1,0.4469,3.0,-7.8,-7.9
