SMILES,Dock,QED,SA
O=C(CN1CCCc2ccccc21)Nc1ccccc1C(=O)Nc1ccccc1,-10.2,0.6872,5.4758
Cc1cccc(N2CCN(C(=O)C3=NCC4=C3COc3ccccc34)CC2C)c1,-10.1,0.7940,3.8205
O=C1N=C(N2CCN(c3cccc4ccccc34)CC2)SC1=CC1=CC=CCC1O,-10.1,0.7551,4.5655
Cc1cccc(N2CCN(C(=O)c3noc4c3COc3ccccc3-4)CC2C)c1,-9.8,0.6655,4.5396
O=C1C2C3C=CC(CC3)C2C(=O)N1N=Ic1c(O)ccc2ccccc12,-9.8,0.4190,5.0421
Cc1cccc(N2CCN(C(C)c3noc4c3SOc3ccccc3-4)CC2C)c1,-9.7,0.5474,5.7135
CC1=CCCC(N2CCN(C(=O)c3noc4c3COc3ccccc3-4)CC2C)=C1,-9.7,0.7743,4.3182
Cc1cccc(N2CCN(C(=O)c3noc4c3SOc3ccccc3-4)CC2C)c1,-9.6,0.5871,5.0695
O=C(c1ccc(-c2ccccc2)cc1)C1CCCN(C(=O)CSc2ncccn2)N1,-9.6,0.3744,5.8454
Cc1ccc(NC(=O)CC2C(=O)[SH](C)C(=S)N2NC(=O)c2ccc(Cl)cc2)c(C)c1,-9.5,0.4646,5.3629
O=C(NCc1cccc(NC(=O)C2CCC2)c1)Nc1ccc(Cl)cc1F,-9.5,0.7176,4.8304
Cc1cccc(N2CCN(C(=O)c3noc4c3COc3ccccc3-4)CC2N)c1,-9.5,0.7243,4.3788
O=C1C2C3C=CC(CC3)C2C(=O)N1N=Cc1c(O)ccc2ccccc12,-9.5,0.5160,4.0345
O=C(CN1CCCc2ccccc21)NC1=CC=CC=S1C(=O)Nc1ccccc1,-9.4,0.7470,5.0386
Cc1c(C(=O)NNC(=O)c2ccc3c(c2)OCO3)oc2c1=CC(F)CC=2,-9.4,0.7715,4.5167
Cc1ccc(O)c([N-]S(=O)(=O)C2C([N+](=O)[O-])=CC=CC2C)c1,-9.4,0.6761,3.095
O=C1N=C(N2CCN(c3cccc4ccccc34)CC2)SC1=CC1=CC=CC=S1O,-9.4,0.5571,5.1035
CC1=[SH]C=CC(N2CCN(C(=O)c3noc4c3COc3ccccc3-4)CC2C)=C1,-9.4,0.6082,4.404
Cc1c(C(=O)NNC(=O)C2C=C3OCOC3=CC2)oc2ccc(F)cc12,-9.4,0.8051,3.6472
O=C1N=C(N2CCN(c3cccc4ccccc34)CC2)SC1=Cc1ccccc1O,-9.4,0.6313,5.1882
Cc1c(C(=O)NNC(=O)c2ccc3c(c2)OCO3)oc2ccc(F)cc12,-9.4,0.6893,4.0068
C=C(Nc1cc(-c2nc(C)co2)ccc1C)C(=O)NCC(C)(C)c1ccncc1,-9.3,0.5856,6.1281
Cc1c(C(=O)NNC(=O)c2ccc3c(c2)OCO3)oc2c1=CC(Br)CC=2,-9.3,0.5628,4.6085
Nc1cc(Cl)ccc1NC(=O)NCc1cccc(NC(=O)C2CCC2)c1,-9.3,0.5974,4.9897
O=C(Nc1ccccc1C(F)(F)F)c1cccc(OC2CN=CC=N2)c1,-9.3,0.8999,4.1322
O=C(Nc1ccccc1C(F)(F)F)c1cccc(Oc2cnccn2)c1,-9.3,0.7428,4.7943
Cc1ccc(N)c(NC(=O)NCC2(O)CCCc3ccccc32)c1,-9.3,0.6544,3.57
Cc1coc(-c2ccc(C)c(NC(=O)C(=O)NPC(C)(C)c3ccncc3)c2)n1,-9.3,0.4906,5.3848
Cc1ccc(NC(=O)CC2C(=O)N(Br)C(=S)N2NC(=O)c2ccc(Cl)cc2)c(C)c1,-9.2,0.4740,5.3681
Cc1ccc(NC(=O)CC2C(O)N(C)C(=S)N2NC(=O)c2ccc(Cl)cc2)c(C)c1,-9.2,0.6123,4.7287
O=C(c1ccc(-c2ccccc2)cc1)C1CCCN(C(=O)CSc2ncccn2)C1,-9.2,0.3388,5.8246
Cc1ccc(NC(=O)CC2C(=O)N(C)C(=S)N2NC(=O)C2=CC=C(Cl)CC2)c(C)c1,-9.2,0.6795,4.3707
O=C(c1ccc(-c2ccccc2)cp1)C1CCCN(C(=O)CSc2ncccn2)C1,-9.2,0.3119,6.1917
CCCNC(=O)C[NH+]1CCCC(c2c(-c3cc(C)no3)cnc3cc(C)nn23)C1,-9.2,0.6542,5.7213
CC(=NNC(=O)COc1ccccc1C#N)c1ccc2c(c1)CCCC2,-9.2,0.6656,4.1795
Cc1ccc(NC(=O)CNc2ccc(C(=O)N3CC(C)SC(C)C3)cc2)c(Br)c1,-9.2,0.6527,5.5647
N=C(c1ccc(-c2ccccc2)cc1)C1CCCN(C(=O)CSc2ncccn2)C1,-9.1,0.3638,6.1123
Cc1cccc(N2CCN(C(c3nnnn3Cc3ccccc3)C(C)C)CC2)c1C,-9.1,0.6244,5.5016
O=C(c1ccc(-c2ccccc2)cc1)C1CCCN(C(=O)CSC2=[SH]C=CC=N2)C1,-9.1,0.4214,5.5709
O=C1CCC2(CCCN(C(=O)S3=CC=CC=C3)C2)CN1CCc1c[nH]c[nH+]1,-9.1,0.8090,2.9124
CC(=O)c1ccc(OC2N=C(C[NH+]3CCCC3)N=C3SC(C)=C(C)C32)cc1,-9.1,0.7945,4.0713
CC1CN(C(=O)c2noc3c2COc2ccccc2-3)CCN1c1cccc(S)c1,-9.1,0.6537,5.0061
C=C(c1noc2c1SOc1ccccc1-2)N1CCN(c2cccc(C)c2)C(C)P1,-9.1,0.3928,6.1402
O=C1N=C(N2CCN(c3ccnc4ccccc34)CC2)SC1=Cc1ccccc1O,-9.1,0.6422,5.0816
CC1CN(C(=O)c2noc3c2COc2cc#ccc2-3)CCN1c1cccc(S)c1,-9.1,0.6619,4.7962
O=C1C2C3C=CC(CC3)C2C(=O)N1N=Cc1c(O)cnc2ccccc12,-9.1,0.5139,3.9511
NC(=O)c1cccc(OCCC(=O)NCc2cc(=O)[nH]c3ccccc23)c1,-9.1,0.5912,5.5708
Cc1ccc(NC(=O)CC2C(=O)N(C)C(=S)N2NC(=O)c2ccc(Cl)cc2)c(C)c1,-9.1,0.6925,4.718
Cc1ccc(-c2nc(Cl)co2)cc1NC(=O)C(=O)NCC(C)(C)c1ccncc1,-9.0,0.6221,5.2941
Cc1ccc(C)c(NC(=O)NCC2(O)CCCc3ccccc32)c1,-9.0,0.8069,3.4966
CC1=CCC(NC(=O)CC2C(O)N(C)C(=S)N2NC(=O)c2ccc(Cl)cc2)C(C)=C1,-9.0,0.5996,4.331
Cc1cccc(N2CCN(C(c3nnnn3Cc3ccccc3)C(C)C)PC2)c1C,-9.0,0.5510,5.8451
Cc1ccc(NC(=O)CC2C(=O)N(C)C(=S)N2NC(=O)c2ccc(Cl)pc2)c(C)c1,-9.0,0.6630,5.0835
O=C1CCC2(CCCN(C(O)c3ccccc3)C2)CN1CCc1c[nH]c[nH+]1,-9.0,0.8435,4.1949
CC(=O)c1ccc(Oc2nc(C[NH+]3CCCN3)nc3sc(C)c(C)c23)cc1,-9.0,0.6631,4.9156
CC(=O)c1ccc(Oc2nc(C[NH+]3CCCC3)nc3sc(C)c(C)c23)cc1,-9.0,0.6866,4.9748
CN(Cc1nc2c(s1)=CCCC=2)S(=O)(=O)c1ccc2c(c1)OCNCO2,-8.9,0.8192,5.2908
CCOC(=O)Nc1cccc(NC(=O)NC(C)c2ccc(C)c(F)c2)c1C,-8.9,0.6978,4.914
CN(Cc1nc2ccccc2s1)S(=O)(=O)C1=CCC2OCCCOC2=C1,-8.9,0.8000,4.1744
CCNC(=O)Nc1cccc(NC(=O)NC(C)c2ccc(C)c(F)c2)c1C,-8.9,0.6246,4.6955
Cc1c(C(=O)NNC(=O)c2ccc3c(c2)OCO3)sc2c1=CC(F)CC=2,-8.9,0.7739,4.3628
CCc1c(C(=O)N2CCN(Cc3cc(=O)n4ccsc4n3)CC2)cnn1-c1ccc(F)cc1,-8.9,0.4521,5.892
NC(O)c1cccc(OCCC(=O)NCc2cc(=O)[nH]c3ccccc23)c1,-8.8,0.4729,5.9055
CC1CC(C)CN(C(=O)C(Cc2ccccc2)NC(=O)c2ccco2)C1,-8.8,0.8972,3.7563
CC(=O)c1ccc(OC2N=C(C[NH+]3CCCN3)N=C3SC(C)=C(C)C32)cc1,-8.8,0.7595,4.6502
C=C(c1noc2c1SOc1ccccc1-2)N1CCN(c2cccc(C)c2)C(C)C1,-8.8,0.5559,5.7887
CCc1cccc(NC(=O)CN2C(=O)NC(C)(c3ccc4c(c3)CCC4)C2=O)c1,-8.8,0.7688,4.5312
CN(Cc1nc2ccccc2s1)S(=O)(=O)c1ccc2c(c1)OCCCO2,-8.8,0.6838,4.6527
CC1(c2ccc3c(c2)CCC3)NC(=O)N(CC(=O)Nc2cccc(CI)c2)C1=O,-8.8,0.3727,5.2611
CC(=O)c1ccc(OC2N=C(C[NH+]3CCCN3)N=C3SC(C)C(C)C32)cc1,-8.8,0.7532,4.6949
Cc1ccc(O)c([N-]S(=O)(=O)c2c(C)cccc2[N+](=O)[O-])c1,-8.8,0.6855,3.6981
CCc1ccc(NC(=O)COC(=O)C2CC(=O)N(C3=CC=C(C)[SH]=C3)C2)cc1,-8.8,0.4373,4.3433
CN(Cc1nc2c(s1)=CCCC=2)S(=O)(=O)c1ccc2c(c1)OCCCO2,-8.7,0.7884,4.4726
Cc1ccc(NC(=O)CNc2ccc(C(=O)N3CC(C)OC(C)C3)cc2)c(Br)c1,-8.7,0.7065,5.1261
O=C1CCC(COC(c2ccccc2)(c2ccccc2)c2ccccc2)N1,-8.7,0.6691,5.1241
O=C(CN1CCCC2CC=CC=C21)Nc1ccccc1C(=O)Nc1ccccc1,-8.7,0.7977,5.254
CCC1(CC)NC(=O)N(CC(=O)NC2CC3CCCC4CC=CC2=C43)C1=O,-8.7,0.7295,3.4699
O=C(c1ccc(S2=CC=CC=C2)cc1)C1CCCN(C(=O)CSc2ncccn2)C1,-8.7,0.2933,5.6355
Cc1cc(N)ccc1NC(=O)CC1C(=O)N(C)C(=S)N1NC(=O)c1ccc(Cl)cc1,-8.7,0.4813,4.9638
CCOC(=O)Nc1cc#cc(NC(=O)NC(C)c2ccc(C)c(F)c2)c1C,-8.7,0.7242,4.7041
CC(CNC(=O)C1CCCN1C(=O)c1ccco1)N1CCc2ccccc21,-8.7,0.8816,4.0329
C=S(=O)(C1=CCC2OCCCOC2=C1)N(C)Cc1nc2ccccc2s1,-8.6,0.7516,4.1446
Cc1ccc(-c2nc(P)co2)cc1NC(=O)C(=O)NCC(C)(C)c1ccncc1,-8.6,0.4978,4.7053
CCc1c(C(O)[SH]2CCN(CC3=CC(=O)N4C=CSC4C3)CC2)cnn1-c1ccc(F)cc1,-8.6,0.6090,6.2021
CCCNC(=O)C[NH+]1CCCC(C2=C(c3cc(C)no3)CNc3cc(C)nn32)C1,-8.6,0.6770,5.7771
CC(C)(C)c1ncc(C=CC(=O)NC2=CCC3NC(=O)CCC3=C2)s1,-8.6,0.8169,3.3476
CCC1(CC)NC(=O)N(CC(=O)NC2CC3CCCC4CCCC2=C43)C1=O,-8.6,0.5745,3.4967
CC(=O)c1ccc(O[PH]2=c3c(C)c(C)sc3=NC(C[NH+]3CCCC3)=N2)cc1,-8.6,0.6176,4.3884
CC(=O)c1ccc(OC2I=C(C[NH+]3CCCN3)N=C3SC(C)C(C)C32)cc1,-8.6,0.3704,4.7083
CC(=O)c1ccc(OC2N=C(C[NH+]3CCCO3)N=C3SC(C)=C(C)C32)cc1,-8.6,0.7889,4.2416
CN(Cc1nc2c(s1)=CCCC=2)S(=O)(=O)C1C=C2OCNCOC2=CC1,-8.6,0.7925,5.105
Cc1coc(-c2ccc(S)c(NC(=O)C(=O)NCC(C)(C)c3ccncc3)c2)n1,-8.6,0.4426,5.4999
CCCNC(=O)C[NH+]1CCCC(C2=C(c3cc(C)no3)C=NC3=IC(C)=NN32)C1,-8.6,0.5645,5.8536
CC(=NNC(=O)c1sc(-c2ccc(Cl)cc2)cc1N)c1ccco1,-8.5,0.5349,5.2304
CN(Cc1nc2c(s1)=PCCC=2)S(=O)(=O)c1ccc2c(c1)OCCCO2,-8.5,0.7248,4.0261
O=C(CSc1nc(-c2ccc(Cl)cc2)cs1)Nc1cccc2nsnc12,-8.5,0.4510,6.8678
O=C1CCC(COC(C2=CC=CCC2)(c2ccccc2)c2ccccc2)N1,-8.5,0.8245,4.9649
C=S(=O)(C1=CCC2OCCCOC2=C1)N(C)Cc1nc2c(s1)=IC=CC=2,-8.5,0.4678,4.1729
CCC(NC(=O)N1CCN(c2ccccc2)CN1)c1c(C)nn(C)c1C,-8.5,0.8833,3.6651
CC1CN(C(=O)c2ccc(NCC(=O)Nc3ccc(F)cc3Br)cc2)CC(C)O1,-8.5,0.7049,5.0396
CCc1c(C(O)N2CCN(CC3=CC(=O)N4C=CSC4C3)CC2)cnn1-c1ccc(F)cc1,-8.5,0.7021,5.7155
CC1CN(C(=O)c2ccc(NCC(=O)Nc3ccc(O)cc3Br)cc2)CC(C)O1,-8.5,0.5926,5.2605
O=C(c1ccc(S2=CC=CC=C2)cc1)C1COCN(C(=O)CSc2ncccn2)C1,-8.4,0.2973,5.4284
CC1=CC=C(O)C([N-]S(=O)(=O)c2c(C)cccc2[N+](=O)[O-])C1,-8.4,0.6755,3.2012
O=C(Nc1nc2c(s1)CN([SH](=O)(O)CCN1C(=O)CCCC1=O)CC2)C1CC1,-8.4,0.4553,5.7312
CC(=NNC(=O)COc1ccccc1C#N)C1=CCC2CCCCC2=C1,-8.4,0.6474,4.1542
Cc1ccc(S(=O)(=O)CCC(=O)Nc2nnc(C3CNCO3)o2)cc1,-8.4,0.7693,5.6825
CCc1c(C(O)N2CCN(CC3CC(=O)N4C=CSC4=N3)CC2)cnn1-c1ccc(F)cc1,-8.4,0.6986,5.7721
CCc1ccc(NC(=O)COC(O)C2CC(=O)N(c3ccc(C)cc3)C2)cc1,-8.4,0.7220,4.7498
