SMILES,Dock,QED,SA
[C@@H]Oc1ccc(CN(Cc2ccccc2)S(=O)(=O)CC2=c3ccccc3=[NH+]C2)cc1,-10.9,0.583,4.430
[C@@](C#Cc1cc(C(=O)N2CCN(c3ccccc3)CC2)ncn1)c1ccccc1,-10.3,0.656,3.706
[C@@H]1c2ccccc2C(=O)N1c1ccccc1C(=O)NCc1cc(C(N)=O)cc(F)c1,-10.2,0.687,3.667
[C@]1(C(=O)NCc2ccc(Cl)cc2)N/C1=C\c1ccccc1C#Cc1ccccc1,-10.0,0.502,3.609
[C@@H](c1ccc(C(=O)Nc2ccccc2OC2CCCCC2)cc1)n1cc(Br)cnc1=O,-10.0,0.536,3.724
[C@@H](c1ccc(Cl)cc1)[n+]1ccc(NC(=O)CCc2cccc(-c3ccccc3)c2)cc1,-9.9,0.365,3.508
S=[N+]([O-])c1cccc(/N=C(\c2ccccc2)c2nnc(CSc3ccccc3Cl)nc2N2CCOCC2)c1,-9.9,0.117,4.214
[NH+]n1c(=C2CCCC2)c(-c2ccccc2Cl)nnc1-c1ccc([N+](=O)[O-])cc1,-9.8,0.59,4.192
[C@@H](C(=O)N[C@@H]1CCc2ccccc21)N1CCN(c2ccc3ccccc3c2)CC1,-9.8,0.74,3.957
[C@][C@@](C)(CCc1nc2ccccc2n1CC(=O)Nc1ccccc1)c1c(F)cccc1Cl,-9.7,0.381,4.064
[C@@]1(COc2ccccc2CNCc2nnc3sc4ccccc4n23)c2ccccc21,-9.7,0.425,3.715
[C@@]Oc1ccccc1C(=O)N[C@@H](c1ccncc1)c1ccccc1OCc1ccccc1,-9.7,0.43,3.878
[C@@H](C(=O)N1CCC[C@@H]1c1nccc2ccccc12)C(=O)NNC(=O)Cn1c(=O)oc2ccccc21,-9.7,0.337,4.336
Fc1ccccc1[C@H](Nn1cc(-c2ccccc2)nn1)c1ccc(Cl)cc1,-9.6,0.527,3.882
[C@@H](C(=O)NC[C@@]1(C)NC(=O)N(CCCc2ccccc2)c2ccccc21)c1ccccc1,-9.6,0.56,4.110
[C@@H]Oc1cc(/C=C(/C#N)C(=O)Nc2ccc(C)c([N+](=O)[O-])c2)ccc1OCc1ccccc1,-9.6,0.226,3.608
[C@](Cc1cccc(N2CCCOC2=O)c1)N1CCC(Cc2ccccc2)NC1=O,-9.5,0.818,4.452
[C@](C#Cc1noc2cc(C(=O)NCc3cc4ccccc4o3)oc12)C(F)(F)F,-9.5,0.537,4.432
[C@@H][C@@]1(c2nc3ccccc3c(=O)[nH]2)CCCN1c1cccc(F)c1,-9.5,0.788,4.393
[C@@H]Oc1ccccc1Oc1ncnc2scc(-c3ccc(Cl)c(Cl)c3)c12,-9.5,0.391,3.704
[C@@H]Oc1ccc(N2CCN([C@@H](c3ccc(F)cc3)C(=O)c3ccc(F)cc3)CC2)cc1,-9.4,0.539,3.889
[C@@](C#Cc1ccc(C(=O)c2ccc(Cl)cc2)cc1)c1cc(F)ccc1F,-9.4,0.453,3.461
[C@@]1(c2ccccc2)NC(=O)N(CC(=O)Nc2ccccc2OCc2ccccc2)C1,-9.4,0.634,3.334
[C@@H]1Cc2c(-c3ccccc3)ncnc2C[C@@H]1c1cccc(Br)c1,-9.4,0.64,4.225
[C@](C#CCNC(=O)c1n[nH]c2c1CCC2)c1ccc2ccccc2c1,-9.4,0.727,3.963
