SMILES,Dock,QED,SA
[C@H]1C(=O)N/C(=C/c2ccccc2Oc2ccc(C)cc2)c2ccccc21,-10.5,0.731,3.551
[C@@]1(CCc2ccccc2F)Nc2cc3c(cc2C(=O)N1)Oc1ccccc13,-10.3,0.541,3.748
c1ccc(-c2nnc(NC3CCN(C(=O)NCc4ccco4)C3)o2)c(OC2CCCCC2)c1,-10.2,0.547,4.087
[C@H]1C(=O)/C(=C/c2cccc3ccccc23)[C@H]2CC[C@@]12c1ccccc1,-10.1,0.58,4.437
[C@@]1(C#N)C(=O)N(c2ccccc2)c2ccc(NC(=O)c3ccccc3)cc21,-10.1,0.772,3.246
[C@@]1(C)Cc2cc(C(=O)c3c[nH]c4ccccc34)nc(Nc3ccccc3O)c21,-10.1,0.359,3.811
[C@@](CNS(=O)(=O)c1ccccc1)n1c(=O)n(C2CCCC2)c(=O)c2ccccc21,-10.0,0.673,3.682
[C@@](CCOC(=O)CCc1nc(-c2ncccc2C)nn(-c2ccccc2)c1=O)c1ccccc1Cl,-10.0,0.253,3.903
Clc1ccc2c(c1)[C@@H]1CCC[C@H]1[C@@H]2C(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,-9.9,0.589,4.416
[C@@]1(CNC(=O)CCc2ccccc2)c2ccc(F)cc2C(=O)N1c1cccc(F)c1,-9.9,0.666,3.387
[C@H]1CCCN(C(=O)CN2CCc3c([nH]c4ccccc34)C2)[C@@H]1c1cccc(Cl)c1,-9.9,0.681,4.235
O=C(CCN1c2ccccc2-c2ccccc21)Nc1ccccc1C(F)(F)F,-9.8,0.473,2.973
c1ccccc1COc1ccccc1C(=O)N1CC[C@H](c2ccc(F)cc2)C1,-9.8,0.626,3.273
[C@H]1CCN(C(=O)C(=O)Nc2cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c2)C1,-9.8,0.771,3.495
[C@@](=C1\CS/C(=C/c2cc(Cl)ccc2O)C1)c1ccc(OCc2ccccc2)cc1,-9.8,0.488,3.952
[C@H](C)[C@@H](NC(=O)C1=NN(Cc2ccccc2)c2ccccc2c1=O)c1ccccc1F,-9.7,0.512,3.955
[C@@](C)(C[C@@H]1CCCN1Cc1nc(-c2ccccc2)oc1C1CC1)c1ccccc1Cl,-9.7,0.418,4.173
[C@H]Oc1cc(C(=O)N[C@H]2CCNc3c2ccc2ccccc23)ccc1O,-9.7,0.673,4.199
[C@H](c1ccc(C(=O)OC2CC2)cc1F)c1cccc(C(=O)Nc2ccccc2)c1,-9.6,0.605,3.321
c1ccc(-c2nnc2n2CCC[C@@H]2NC(=O)c2ccc(C(C)(C)C)cc2)cc1,-9.6,0.884,4.078
c1csc(-c2n[nH]c3c2CCC[C@H]3CN2CCN(c3ccc(F)cc3)CC2)c1,-9.5,0.704,4.030
O=C(CC1CCCC1)N[C@@H]1c2ccccc2CC[C@H]1c1cc(F)ccc1F,-9.5,0.765,4.045
O=S(=O)(c1c(-c2ccccc2)cc(C(F)(F)F)n1Cc1ccc(F)cc1)Oc1cccc(Br)c1,-9.5,0.193,3.640
O=C(C1CCN(C(=O)c2cnccc2Cl)CC1)Nc1sc2c(c1C1CCCC1)CC2,-9.5,0.719,3.677
[C@H]Oc1ccc(-c2cc(NC(=O)[C@H]3CC(=O)N(C(=O)c4ccco4)C3)ccc2OC)cc1,-9.5,0.598,4.130
[C@@](C#Cc1ccccc1)c1ccc([C@@H]2c3cc(Br)ccc3SC2)cc1,-9.5,0.462,4.297
[C@H]1CCCCN1S(=O)(=O)c1ccccc1CN1CCOc2ccccc21,-9.4,0.826,3.737
[C@H]1CCCN(c2ccc(-c3ccc(-c4ccc(C(N)=O)cc4)o3)cc2)C1,-9.4,0.756,3.450
[C@@]([C@@H]1CCCCN1C(=O)c1ccc(Cl)cc1CO)N1CCC(C(=O)NC2CCOCC2)CC1,-9.4,0.661,4.439
[C@@](C#Cc1ccccc1)c1cccc(C(=O)Nc2ccc(N3CCOCC3)cc2)c1,-9.4,0.673,3.424
[C@@]Oc1ccc(OCC(=O)Nc2cnc3ccccc3c2)cc1S(=O)(=O)Nc1c(C)cccc1C,-9.4,0.376,3.654
[C@@](C#Cc1ccccc1)c1cccc(NC(=O)N2CC[C@H](C)C[C@@H]2C)c1,-9.4,0.778,4.368
O=C(N/N=C/c1c2ccccc2ccc1OC(F)F)c1ccccc1,-9.3,0.559,3.030
c1cccc2cc(CNC(=O)NCc3nc(C(N)=O)nc4ccccc34)cnc12,-9.2,0.486,3.437
Cc1cc(F)cc(NCCn2ccc(C(=O)N3CCN(c4ccccc4)CC3)n2)c1C,-9.2,0.659,3.337
[C@H](CC(=O)Nc1ccccc1NC(=O)C1CCC1)c1ccc(Cl)cc1,-9.2,0.791,3.239
[C@H]1CCc2ccccc2N1Cc1ccc(-c2ccccc2)o1,-9.2,0.669,3.490
[C@@]O[C@H](c1ccc2c(c1)CCCN2CCC(=O)Nc1ccc(C)cc1)c1ccccc1,-9.2,0.564,3.949
Nc1nc(C(=O)N2CCC(Oc3ccc(C(F)(F)F)cn3)CC2)c2[nH]c(=O)oc2c1,-9.2,0.661,3.976
[C@@]1(CCCOc2cccc(C(=O)Nc3cc(Br)c(OC)cc3)c2)COc2ccccc21,-9.2,0.408,3.454
[C@H](C)c1ccc(N/C=C2\Oc3c(c4c([nH]c5ccccc45)C3)C(=O)C2)cc1,-9.1,0.699,4.416
[C@H]1C(C)(C)C1(C)-c1ccc(NC(=O)c2ccc3ccccc3n2)cc1,-9.1,0.735,3.795
[C@H]1CCN(C(=O)CSc2nnc(-c3ccccc3)n2CCC2Cc3ccccc3C2=O)C1,-9.1,0.516,4.216
[C@@]1(c2ccccc2)NC(=O)N1c1ccccc1NC(=O)c1ccco1,-9.1,0.766,3.403
[C@@](C#N)([C@H]1CCN(C(=O)Nc2ccccc2C(F)(F)F)C1)c1cccnc1,-9.1,0.881,4.063
c1ccc(-c2nc3ccccc3o2)cc1NC(=O)C(=O)c1c[nH]cn1,-9.1,0.442,3.534
O=C(Nc1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1)N[C@H]1C=CCC1,-9.0,0.72,3.745
[C@H](Cc1cccc(C(F)(F)F)c1)NNC(=O)c1ccc(-c2ccccc2)cc1,-9.0,0.464,3.246
[C@H]1CCCN(c2ccccc2C2CCN(C(=O)CNc3ccc(F)cc3F)CC2)C1,-9.0,0.78,3.674
[C@@](=N\OCn1cnc2c(cnn2-c2ccccc2)c1=O)c1cccc2ccccc12,-9.0,0.337,3.850
[C@@]Oc1cccc(NC(=O)NNC(=O)c2ccc(-c3ccccc3)cc2O)c1,-9.0,0.526,3.435
[C@@]Oc1ccc(N2CCC(CNC(=O)c3cccc(S(=O)(=O)N(C)C)c3)CC2)c(C)c1,-9.0,0.713,3.630
[C@@]1(CCn2ccnc2)[C@@H](C(=O)c2cccc(F)c2F)C(=O)N1Cc1ccc(Br)cc1,-9.0,0.291,4.322
[C@@](C#C[C@@H](O)CN(C)Cc1nc2ccccc2n1Cc1ccccc1)c1cccc(F)c1,-9.0,0.453,4.273
c1ccc(C(C)C)cc1C(=O)Nc1nc(-c2ccc(Cl)c(F)c2)cs1,-9.0,0.61,3.028
[C@@](C)(C(=O)c1ccc(Cl)cc1Br)[C@@H]1CCCc2c1[nH]c1ccccc21,-9.0,0.488,4.104
c1ccc(-c2cc(-c3cnn4c(C)cnc4n3)n3ncnc3n2)cc1,-9.0,0.494,3.826
O=C([O-])CCn1ncc2cc(CSc3nc4ccccc4nc3)ccc2c1=O,-8.9,0.462,3.831
O=C([O-])CCn1ncc2cc(CSc3nc4ccccc4nc3)ccc2c1=O,-8.9,0.462,3.831
Fc1ccccc1-c1ncc(CN2CCN(c3cccc(Cl)c3)CC2)nc1Cl,-8.9,0.604,3.305
Nc1ccc2c(c1)N(C)C(=O)/C(=C\c1cccc3ccccc13)C2=O,-8.9,0.421,3.297
Cl[C@@H]1CC[C@H](CNC(=O)c2c[nH]c3ccccc23)[C@@H]1Cc1ccccc1,-8.9,0.627,4.294
[C@H](C(=O)N[C@@H](CO)c1cccc(C(F)(F)F)c1)c1c[nH]c2ccccc12,-8.9,0.65,4.040
c1cc(C[NH+]2CCC(Oc3ccccc3F)CC2)ccc1N,-8.9,0.848,4.294
[C@@]1(c2cccs2)NC(=O)C[C@H](c2c[nH]c3ccccc23)N1C(=O)COc1ccccc1F,-8.9,0.476,4.249
[C@@](C#N)([C@H]([O-])C(=O)c1c[nH]nc1NC(=O)c1ccccc1)c1ccccc1,-8.9,0.65,4.500
[C@@]Oc1ccc(N(C)C(=S)NC2=NC(=O)c3ccccc3C2=N)cc1OC,-8.9,0.797,4.358
[C@@]Oc1cccc(NC(=O)c2cccc(COc3ccc(F)cc3)c2)c1O,-8.9,0.641,3.350
[C@H](c1ccc(Br)cc1)c1cc(OCCCc2c[nH]c3ccccc23)ccc1,-8.9,0.338,3.324
c1ccc(N2C[C@H]3c4ccccc4C[C@@H]3O[C@H]2c2cccnc2)cc1,-8.8,0.7,4.427
c1ccc(C[C@@H](O)c2cccc(F)c2)cc1OC(F)(F)F,-8.8,0.865,3.439
[C@H]S(=O)(=O)c1ccc(F)cc1C(=O)NNC(=O)c1cccc(F)c1F,-8.8,0.634,3.601
[C@H]Oc1ccccc1NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2)C1,-8.8,0.901,3.667
