SMILES,Dock,QED,SA
[C@](C(=O)NC[C@@H](c1cccc(F)c1)c1ccc2c(c1)C(=O)O2)c1ccccc1,-10.7,0.67,4.189
O=C(NCc1cccc(C(F)(F)F)c1)N/N=C/c1ccccc1OCc1ccccc1C(F)(F)F,-10.4,0.235,3.432
c1cc2cc(-c3ccccc3)nc(-n3cccc3)c2c(=O)n1COC(=O)c1ccccc1,-10.3,0.387,3.532
[C@]1(c2ccccc2)NC(=O)c2cccnc2N1CC(=O)Nc1ccc(N2CCCC2=O)cc1,-10.1,0.636,3.592
[N+]=Cc1ccc(N2C[C@H](C(=O)OCc3nc4ccc(NC(=O)c5ccccc5)nn4c3C)CC2)cc1O,-9.9,0.296,4.500
[N-]=C(NCc1cccc(F)c1)c1cc(N2CCCCC2)c2ccccc2n1,-9.8,0.551,3.523
[C@@H](CN(C)c1ccccc1)N1C(=O)[C@@](C)(c2ccccc2)c2ccccc21,-9.7,0.666,4.190
n1cc(N2CCC(NC(=O)c3cccnc3-c3ccccc3)CC2)ccc1N1CCOCC1,-9.7,0.652,3.337
c1ccc(-c2nn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,-9.7,0.513,2.908
c1ccc(N2CCC[C@@H](C(=O)Nc3ncc(-c4cccnc4)nn3)C2)c([O-])c1,-9.7,0.742,4.253
c1ccc(-c2ccccc2NCC(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1,-9.6,0.664,2.939
[C@]1(c2ccc(F)cc2F)NC(=O)N(Cc2cccc3ccccc23)C1=O,-9.6,0.731,3.440
n1cc(-c2ccccc2F)nc(NNC(=O)c2ccc(S(=O)(=O)N(C)C)cc2)c1,-9.6,0.599,3.353
[C@]1(C#Cc2ccccc2)NC(=O)N(C[C@@H]2Cc3ccccc3C(=O)N2)C1,-9.5,0.818,4.498
[C@](O)(c1ccccc1)[C@@H]1CCCCN1C(=O)NNc1ccccc1,-9.5,0.754,3.791
c1cc(-n2nnnc2CNc2ccc(C(=O)NCCc3ccccc3)cc2)ccc1Cl,-9.5,0.441,3.051
c1cc(C(=O)Nc2ccccc2/N=C/c2cnn(C)c2C)ccc1NC(=O)Cc1ccc[nH]1,-9.5,0.374,3.667
[C@]=C1C(=O)c2ccc(NC(=O)[C@@H](C)NC(=O)c3ccc(C)cc3)cc2C1=O,-9.5,0.647,3.893
[N+]c1ccc(C2NC(=O)c3ccccc32)cc1OCc1ccccc1,-9.5,0.792,4.067
[N+]1=C(c2ccccc2)CO[C@@H](c2ccccc2)N1c1ccccc1,-9.5,0.731,4.241
Nc1cccc(C(=O)N2c3nc4ccccc4nc3CCC2)c1,-9.4,0.702,3.294
O=C(COc1c(Cl)cccc1NC(=O)c1ccccc1)NCc1ccccc1,-9.4,0.628,2.787
[C@]O[C@@H](C(=O)NCC(C)(C)NC(=O)c1cc2ccccc2oc1=O)c1ccccc1F,-9.4,0.57,4.312
c1cnnnc1COc1ccc(S(=O)(=O)N2CCN(c3ccc(F)c(F)c3)CC2)cc1,-9.4,0.573,3.450
[N-]=C(Nc1cccc(C(=O)N2CCN(Cn3cc[nH+]c3)CC2)c1)C1CCCCC1,-9.4,0.626,4.438
[C@]1(C)Cc2ccc(C(=O)NCc3ccc4c(c3)CC[NH2+]C4)cc21,-9.3,0.891,4.365
[C@]1(CC(C)C)C[C@@H](NCc2ccccc2-c2ccccc2)C(=O)c2ccccc21,-9.3,0.561,3.933
[C@](c1cccc(Cl)c1)n1cnc2ccc(SCC(=O)NCc3ccc(F)cc3)cc2c1=O,-9.3,0.407,3.747
c1ccc(CC(=O)Nc2ccc(-c3nnc4n3CCC4)cc2F)cc1,-9.3,0.796,3.079
Cc1ccc(-c2noc(CN(C)CC(=O)N3CCc4ccccc4c3=O)n2)cc1,-9.2,0.666,3.361
[C@](O)(c1ccccc1)[C@H](CNC(=O)C(=O)Nc1ccc(C#N)cc1)c1ccccc1,-9.2,0.554,3.756
[C@]1(c2ccc(Cl)cc2)NC(=O)N1CC(=O)NCC1(c2ccccc2)CC1,-9.2,0.823,3.566
[C@]([C@@H]1CCCCN1c1ccc(F)cc1)C(=O)Nc1ccccc1OCn1ccccc1=O,-9.2,0.609,4.246
[C@](O)(c1ccccc1)[C@H]1CCCCN1Cn1c(=O)[nH]c2ccccc21,-9.2,0.77,3.965
[C@]1(c2ccccc2)NC(=O)N(CN2CCC(Cc3ccccc3)C2=O)CC1,-9.2,0.889,4.264
c1ccc(CNCC(=O)NC[C@H](c2ccccc2)N2CCCc3ccccc32)cc1,-9.2,0.6,3.547
c1ccccc1C(=O)Nc1cccc2c1ncn2-c1ccccn1,-9.2,0.627,2.997
[N-]=[N+]=Nc1cc(F)ccc1SC[C@H]1Cc2ccccc2C(=O)N1Cc1ccccc1,-9.2,0.209,4.198
O=C1C[C@@H](C(=O)NCc2ccc(COc3ccccc3)cc2C(=O)[O-])CC(=O)O1,-9.1,0.541,3.737
[NH3+][C@]1(CC(=O)N2CCN(c3ccccc3)CC2)CCc2ccccc21,-9.1,0.929,4.030
[C@]1(CNC(=O)c2cccc(Cl)c2)[C@H]2CCCC[C@]2(C)Oc2ccccc21,-9.1,0.824,4.308
[C@](O)(CC(=O)N1CCC[C@H]1c1ccccn1)c1n[nH]c2ccccc12,-9.1,0.768,4.129
[C@]1(NC(=O)Cc2ccccc2)Oc2ccc3c(C#N)cccc3c21,-9.1,0.807,3.487
[C@](C#C[C@H]1CCCCN1C(=O)CCN1CCCC1=O)c1ccc(F)cc1,-9.1,0.78,4.365
