[0.611, 0.752, 1.0, 0.749, 0.489]
[0.609, 0.82, 0.9204545454545454, 0.792, 0.489]
[0.614, 0.809, 0.8516816704176043, 0.771, 0.489]
[0.609, 0.725, 0.8153687645153831, 0.686, 0.0]
[0.611, 0.392, 0.8238601097851398, 0.735, 0.0]
[0.614, 0.811, 0.8404903897600526, 0.751, 0.489]
[0.62, 0.493, 0.8107742097128274, 0.799, 0.488]
[0.581, 0.349, 0.8942099788407333, 0.633, 0.0]
[0.607, 0.874, 0.8178787925097295, 0.718, 0.489]
[0.609, 0.74, 0.843984812986361, 0.685, 0.0]
[0.6, 0.739, 0.7550348247707479, 0.668, 0.0]
[0.609, 0.589, 0.8097683239975693, 0.505, 0.0]
[0.614, 0.942, 0.7597367763053213, 0.784, 0.489]
[0.618, 0.199, 0.7874747820594419, 0.631, 0.0]
[0.609, 0.813, 0.814546935053091, 0.664, 0.489]
[0.603, 0.728, 0.8385559229215327, 0.79, 0.0]
[0.606, 0.452, 0.8012533176551526, 0.694, 0.0]
[0.583, 0.502, 0.916834617801565, 0.548, 0.0]
[0.602, 0.493, 0.8214125056609431, 0.74, 0.0]
[0.611, 0.604, 0.8055984117980715, 0.713, 0.0]
[0.608, 0.675, 0.8313928719077993, 0.616, 0.0]
[0.611, 0.444, 0.8645305459048671, 0.484, 0.489]
[0.596, 0.587, 0.8691430465108003, 0.663, 0.0]
[0.607, 0.627, 0.7750182958500982, 0.663, 0.0]
[0.606, 0.827, 0.8059516416439698, 0.645, 0.0]
[0.61, 0.86, 0.8088239538239539, 0.613, 0.489]
[0.601, 0.853, 0.8071472416145073, 0.616, 0.0]
[0.596, 0.776, 0.7711686317926068, 0.619, 0.0]
[0.6, 0.861, 0.8261908375059104, 0.577, 0.489]
[0.607, 0.47, 0.8062869669373736, 0.551, 0.0]
[0.602, 0.818, 0.8216584744599991, 0.655, 0.0]
[0.606, 0.853, 0.8357116977225674, 0.632, 0.489]
[0.608, 0.738, 0.8304209164071816, 0.626, 0.0]
[0.611, 0.856, 0.7991173902938609, 0.733, 0.489]
[0.612, 0.736, 0.8031259976027418, 0.656, 0.0]
[0.605, 0.467, 0.8551012107522352, 0.586, 0.0]
[0.597, 0.666, 0.8504548770560632, 0.716, 0.0]
[0.624, 0.367, 0.8240065398979757, 0.727, 0.488]
[0.61, 0.858, 0.783657433529273, 0.617, 0.489]
[0.605, 0.614, 0.7715440115440115, 0.693, 0.0]
[0.606, 0.638, 0.8234946856422265, 0.599, 0.0]
[0.593, 0.315, 0.840171347717153, 0.573, 0.0]
[0.583, 0.644, 0.8132128772536518, 0.727, 0.0]
[0.597, 0.594, 0.839634820442303, 0.535, 0.0]
[0.616, 0.405, 0.8197703248184964, 0.657, 0.488]
[0.611, 0.639, 0.8603932836529609, 0.693, 0.489]
[0.596, 0.326, 0.8689399026355549, 0.417, 0.0]
[0.6, 0.482, 0.8043175953524314, 0.515, 0.0]
[0.599, 0.448, 0.7387585717855601, 0.498, 0.0]
[0.599, 0.425, 0.8029493495010736, 0.534, 0.0]
[0.594, 0.556, 0.8520135258372386, 0.44, 0.0]
[0.597, 0.691, 0.8488180719735696, 0.688, 0.0]
[0.606, 0.783, 0.8424446003169408, 0.575, 0.0]
[0.607, 0.871, 0.8129935928842436, 0.62, 0.489]
[0.606, 0.61, 0.8123253866764096, 0.74, 0.0]
[0.604, 0.82, 0.8146108136345827, 0.602, 0.0]
[0.595, 0.522, 0.8541909476257501, 0.654, 0.0]
[0.612, 0.497, 0.8290877400268917, 0.66, 0.0]
[0.606, 0.851, 0.7597935065628663, 0.728, 0.0]
[0.598, 0.352, 0.8436944658448896, 0.531, 0.0]
[0.598, 0.672, 0.8347576764396971, 0.586, 0.0]
[0.594, 0.654, 0.7350720150760534, 0.756, 0.0]
[0.595, 0.556, 0.8474701206861284, 0.688, 0.0]
[0.613, 0.419, 0.8717360976352471, 0.564, 0.489]
[0.61, 0.595, 0.7972768918508752, 0.755, 0.0]
[0.609, 0.848, 0.7847524222548095, 0.618, 0.0]
[0.59, 0.45, 0.8305905538334342, 0.617, 0.0]
[0.599, 0.737, 0.857678924336533, 0.558, 0.0]
[0.602, 0.739, 0.7797099262240106, 0.726, 0.0]
[0.6, 0.757, 0.791067877120371, 0.773, 0.0]
