SMILES,Dock,QED,SA
Cc1c(F)cc(NC(=O)[C@@H]2CC(c3ccc4c(c3)NC(=O)CO4)c3ccccc32)c(O)c1,-11.0,0.5346,5.7865
CN1C(=O)c2ccc(NC(=O)c3cccc4c3N(C(=O)Cc3ccccc4)CC3)cc2O1,-10.9,0.6695,5.4373
COc1cccc(C(=O)N2CCc3c(Cl)cccc3[C@H]2c2ccc3c(c2)CCC3)c1,-10.8,0.5527,5.2446
Cc1cc(NC(=O)[C@@H]2Cc3ccccc3N2)c2c3c(oc2n1)CCCC3,-10.7,0.7355,4.5489
Cc1ccc([C@H]2CC(NC(=O)c3ccc4c(c3)CCC4)=NC(=O)C2=O)o1,-10.7,0.8429,3.1578
C[C@@H]([NH2+]C1CCC(Cc2ccccc2)c(C(=O)N2CCCCCC2)[C@H]1C)c1ccccc1,-10.7,0.6848,5.1257
Cc1cc(Br)cc(NC(=O)c2ccc3c(c2)CCCN3C(=O)c2ccccc2)c1,-10.6,0.5659,5.3898
Cn1c(=O)c2c(nc3n(-c4ccccc4)c([O-])cnc32)c2cc[nH]c2c1=O,-10.6,0.4833,4.9195
Cc1c(F)cc(S(=O)(=O)N2CCN(C(=O)[C@H]3Cc4ccccc4C3)CC2)c(C(F)(F)F)c1,-10.6,0.6466,3.721
Cn1c(N2CCN(c3[nH+]cccc3Cl)CC2)nc2c(F)cccc2c1=O,-10.5,0.6868,3.7019
Cn1c(-c2cccnc2)nc2c(-c3ccccc3)nn(-c3ccccc3F)c2c1=O,-10.5,0.4618,5.7438
C[C@@H](NC(=O)c1ccc2[nH]c(=O)cc(c3ccccc3)c2c1)c1ccc(F)cc1Cl,-10.5,0.4590,5.927
CNC(=O)c1ccccc1NC(=O)c1ccc(C)c(C(=O)N/N=C(/C)c2ccccc2)c1,-10.4,0.4117,5.8529
COc1cccc(-c2nc(CN3CCN(c4cccc[nH+]4)CC3)nc3ccccc23)c1,-10.4,0.5026,5.5534
Cc1cccc(NC(=O)C(=O)Nc2ccccc2C(=O)Nc2cccc(Cl)c2)c1,-10.4,0.5571,5.3373
Cc1cccc(C)c1NC(=O)c1cccc(-c2ccnc(N3CCCCC3)c2)c1,-10.4,0.6350,5.5016
Cc1cccc([C@@H]2CCCN(C(=O)c3ccc(-n4cnc5cccnc54)o3)CC2)c1,-10.4,0.4986,5.5267
C[C@H](c1ccc(Cl)cc1)c1nn(C[NH+]2CCN(c3ccccc3F)CC2)c2c1CCCC2,-10.3,0.6297,5.416
CNC(=O)c1cccc(OS(=O)(=O)c2cc(C(=O)Nc3c(C)cccc3C)ccn2)c1,-10.3,0.5707,5.7047
Cc1cc(F)cc(S(=O)(=O)N2CCC[C@@H](C(=O)Nc3nc(-c4ccc(Cl)cc4)n[nH]3)C2)c1,-10.3,0.5832,5.6696
