SMILES,Dock,QED,SA
[C@]1(c2ccccc2)N=C(NC(=O)c2ccc(Cl)cc2)CN1C(=O)Cc1cccs1,-10.6,0.796,2.6716
C[C@H](CNC(=O)N1CCC([C@@H](Cc2ccccc2F)C(=O)N2CCCC2)CC1)c1ccccc1,-10.3,0.747,3.1690
NC(=O)c1ccc2c(/C=C/c3cccnc3)c([O-])n(-c3ccccc3)c2c1,-10.2,0.720,2.6592
[C@@]1(C[NH+]2CCOCC2)CN(c2cc(F)ccc2F)C(=O)C1=C2C(=O)N(CC(=O)Nc1cccc([N+](=O)[O-])c1)C2,-10.2,0.337,3.8503
[C@]1(c2ccccc2)N[C@@H](c2cccc(F)c2Cl)[NH2+]C[C@@]1(c1cccnc1)c1ccccn1,-10.2,0.610,4.1396
O=C(N[C@@H]1CCc2ncnc(NCc3ccc(F)cc3)c2N1)c1ccccc1,-10.2,0.746,2.9994
O=C(Nc1cccc2cccnc12)c1cc2ccccc2nc1N1CCCCC1,-10.2,0.650,2.1331
[S@]1(Cc2cccc(Cl)c2)c2ccccc2C(=O)N1CCCc1ccc2c(c1)OCCO2,-10.2,0.574,2.9946
COc1ccccc1[C@H]1Nc2c(ccc3c2CN(Cc2cccnc2)C(=O)N3CC(=O)N(C)C)c(OC)c1,-10.2,0.618,3.6314
[C@@]1(C[NH2+][C@H]2CCc3ccccc32)CCC[C@@H]1C1CC[NH+](Cc2ccccc2)CC1,-10.1,0.868,4.8455
[C@H]Oc1cccc(NC(=O)[C@H]2c3cc(C(=O)Nc4ccc(F)cc4)ccc3OC2=O)c1,-10.1,0.484,3.0303
NC(=O)[C@]1(C2CCN(c3ccc(Br)cc3)CC2)CCCN(Cc2nc3ccccc3o2)C1,-10.0,0.669,3.1211
[C@]1(c2ccccc2)c2cc(-c3ccco3)ccc2N1Cc1nc(-c2ccco2)n[nH]1,-10.0,0.550,2.8805
[C@H]1Cc2cc(-c3ccccc3)ccc2[C@@H]1NC(=O)[C@@H]1COCc2ccccc21,-9.9,0.845,3.5400
[C@H]1C(=O)c2ccccc2N[C@@H]1C(=O)Nc1ccc(C(=O)N2CCNC2=O)cc1,-9.9,0.864,3.1854
[C@]([C@H](NC(=O)Nc1ccccc1Br)[C@@H]1CCCO1)c1nnc2n1-c1ccccc1C2=O,-9.9,0.567,3.8192
[C@]1(CC(=O)N2CCN(c3nc4ccccc4s3)CC2)CCCC[C@@H]1Cc1ccccc1,-9.9,0.656,2.9841
[C@]1(CCc2ccc(C(F)(F)F)cc2-n2cncn2)CCCN1C(=O)CN1CCc2ccsc2C1,-9.9,0.623,3.2473
[S@](=O)c1cccc(NC(=O)/C(C#N)=C2\C(=N\c3ccccc3)Nc3nncn32)c1,-9.9,0.634,3.5189
[C@](C#Cc1cccc(C(=O)N[C@@H](C)c2cccc(C(F)(F)F)c2Cl)c1)c1ccc(Cl)c(Cl)c1,-9.8,0.471,3.2953
[C@@]1(C(=O)NCc2nnc(NC(=O)c3ccc(Br)cc3)o2)CCC1(c1ccccc1)c1cccs1,-9.8,0.452,3.3798
[C@]1(C(=O)OCCn2c(-c3ccc4ccccc4c3)nc3ccccc32)SCCc1=O,-9.8,0.555,2.6550
[C@]1(C(=O)NCc2ccccc2)[C@H]2C(=O)N(c3cccc(OCC(F)F)c3)C(=O)N(c3nncs3)[C@H]21,-9.8,0.622,3.7706
[C@H](C(=O)C1=Cc2ccccc2SC1)[C@@H]1CN(C)c2ccccc2C1,-9.7,0.946,3.5425
[C@](F)(c1ccccc1)N(Cc1c[nH]nc1[C@H]1C=c2ccccc2=[NH+]C1)C1CC1,-9.7,0.746,4.3546
[C@](C#Cc1c(Cl)cccc1N1CCS(=O)CC1)N[C@H]1CCc2ccccc21,-9.7,0.745,3.7350
[C@](C#Cc1cccc(F)c1)NC(=O)CCc1cn2cc(-c3ccccc3)nc2n1C,-9.7,0.522,3.1995
[C@@]Oc1nc(NC(=O)[C@@H]2CC(=O)Nc3ccc(NC(=O)Nc4cccc(F)c4)cc32)cc[nH+]1,-9.7,0.586,3.9050
[NH+]=C1C=C(C(=O)c2c[nH]c3ccccc23)[C@@H](c2cccc(Cl)c2Cl)N1CCCc1c[nH]c2ccccc12,-9.7,0.348,3.5444
[NH+]/C1=C(CSc2nc(-c3ncc[nH]3)sc2C)[C@@H](c2ccc(Cl)cc2Cl)C(=O)N1c1ccncc1,-9.7,0.482,4.0621
[C@@](O)(c1cc2c(cc1OCc1ccc(C(F)(F)F)cc1)C(=O)N2)c1ccc(O)c(OCc2ccccc2)c1,-9.6,0.359,2.6848
[C@@]1(NC(=O)C[NH+]2CCN([C@@H](c3cccnc3)Oc3ccccc3)CC2)c2ccccc21,-9.6,0.724,4.0655
[C@](C#Cc1nc2cc(Br)cnc2n1C)c1cccc(-c2ccc(F)cc2)c1,-9.6,0.538,2.9888
C[C@@H]1C[NH+](Cc2ccccc2)Cn2[nH+]c(-c3ccccc3C(F)F)C[C@@H]12,-9.6,0.953,4.9493
[NH+]=C(Nc1nccc2ccccc12)N1CCN(C(=O)[C@@H]2CCCO2)CC1,-9.6,0.691,3.2299
[S@]1(C)C(CCCC(=O)c2ccccc2F)c2ccccc2C12CCCCC2,-9.6,0.618,3.9614
[C@@](C#Cc1cccc(F)c1)c1cc2onc(-c3ccccc3)n2n1,-9.5,0.641,3.2215
[C@](C#Cc1cccc(C(=O)Cc2cc(=O)oc3ccccc23)c1)c1ccccc1,-9.5,0.405,2.6239
[C@]1(C#N)C(=O)NC(=O)/C1=C\c1cc(Br)s/c(=C/c2cccc(Cl)c2)c1,-9.5,0.670,3.7613
[S@](=O)Cc1cc(F)c(F)cc1C(=O)N1CCN(C(=O)c2cc(Cl)c(Cl)cc2)CC1,-9.5,0.811,2.5551
[S@]=C(/N=C(/[O-])c1cnc(Oc2ccccc2)c2ccccc12)c1ccccc1,-9.5,0.406,2.6545
[S@]1C[C@H](C(=O)N2CCN(C(=O)c3ccc(Cl)cc3)CC2)c2ccccc21,-9.5,0.903,2.6667
c1cc([C@H]2CN(c3ccc(Oc4ccc(F)cc4)CC3)o2)cc(Cl)c1OC1CCC1,-9.4,0.648,3.4782
[C@H]S=C1/C(=N/c2ccccc2Cl)CN(c2ccccc2F)C(=O)N1C,-9.4,0.723,3.3025
[C@@]1(CNC(=O)c2sccc2N2CCCCC2)Cc2ccccc2C(=O)N1,-9.4,0.982,2.7825
[C@@](C#N)(S(=O)(=O)c1nnc(CN2CCN(c3cccc(F)c3)C2)c(C(=O)N(C)C)c1C1CC1)c1ccccc1,-9.4,0.532,3.3361
[C@H]Oc1cccc(Cn2c3c(C)cccc3c3cc(N[C@@H]4CCCC4(C)C)ccc32)c1,-9.4,0.487,3.3270
[C@@][C@](Cc1ccccc1)C(=O)N1CCC[C@@H](c2nc3ccccn3n2)C1,-9.4,0.841,3.3628
[C@H](C(=O)NC[C@H]1Cc2ccccc2C(=O)N1N1CCCC1)c1ccc(Cl)c(Cl)c1,-9.4,0.895,3.3916
[C@H]1CC[C@@H](C(=O)O[C@H]2C=C[C@@H](c3cccc(F)c3)N2C(=O)c2ccc3c(c2)OCO3)[C@@H]1C,-9.4,0.634,4.3077
[NH+][S@](=O)[C@@H]1CCCC[C@H]1C(=O)Nc1ccccc1NC1CCCCC1,-9.4,0.954,3.6676
