SMILES,Dock,QED,SA
[C@@](C(=O)c1ccccc1)C(=O)N1CCO[C@@]2(C(=O)[C@H](c3ccccc3F)C2)[C@@H]1COCc1ccccc1Cl,-10.9,0.503,4.5784
S1Nc2nc3ccccc3nc2N1CN1CCc2ccccc2[C@@H]1c1ccccc1F,-10.7,0.564,3.3859
[C@](CNC(=O)CCNC(=O)c1cc2ccccc2c2c1CCN(C(=O)c1ccccc1Cl)C2=O)c1ccc([N+](=O)[O-])cc1,-10.6,0.274,3.0209
[NH+]=C1N=C(CN2CCCc3c2ccc2cc(C(=O)[O-])ccc32)C(C)=N1,-10.5,0.951,3.6372
[C@@](C1CCCCC1)[C@H](NC(=O)Nc1cccc(C(N)=O)c1)c1nc(C2CC2)n2ccccc12,-10.5,0.597,3.4664
[C@@]12C[C@@H](c3ccccc3)O/C(=O)N1CCN2C(=O)CCc1ccc(Cc2ccccc2)cc1,-10.4,0.645,2.9999
[C@@]1(C(=O)N2CCC[C@@H]2c2cccc(C(F)(F)F)c2)N=C(C(F)(F)F)C(=O)N1c1ccc(Cl)cc1,-10.2,0.626,3.3485
NC(=O)C1CCN(c2[nH]c3ccc(F)cc3c2NC(=O)CNC(=O)CCc2ccccc2)CC1,-10.1,0.519,2.5129
[C@](O)(c1nc2ccccc2[nH]c1=O)[C@@H](c1ccc(Cl)cc1)c1ccccc1,-10.1,0.655,2.7415
[NH+]=C(/NCCCC(=O)c1ccc2c(c1)OCO2)N1Cc2ccccc2O[C@@H]1c1ccccc1,-10.0,0.374,3.3014
[N+]NC(c1ccccc1F)C(=O)[C@@H]1Cc2ccccc2C(=O)N1c1ccc(Br)cc1,-10.0,0.687,3.5458
NC(=O)[C@H]1C(=C2C(=O)c3ccccc3N2C(=O)c2ccco2)c2ccccc21,-10.0,0.812,3.1845
[C@]1(C(=O)c2ccccc2)[NH2+][C@](C)(c2ccccc2)c2ccccc21,-10.0,0.850,3.1762
[C@@](C#Cc1ccc(C(N)=O)cc1)c1ccccc1N1CCC(OCc2ccccc2)CC1,-9.9,0.707,2.5901
OS(=O)(=O)c1ccc(CN(Cc2ccccc2)c2nc3ccccn3c(=O)c2)cc1,-9.9,0.591,2.3684
[N+]([O-])c1ccc(C(=O)N2C[C@@H](c3ccccc3)N(c3cccc(F)c3F)C2)o1,-9.8,0.750,3.5492
[NH+]=C(Nc1cccc(F)c1)N1C(=O)/Nc2ccccc2C1=O,-9.8,0.535,2.6654
[C@@]1(c2ccco2)NC(=O)N(c2ccc(Cl)cc2)c2ccc(C(F)(F)F)cc21,-9.8,0.715,2.6864
[C@@](C#CCNC(=O)N[C@H]1CCC(=O)N[C@H]1c1cccc(F)c1)c1ccccc1Br,-9.8,0.728,3.8154
[C@](C#Cc1cccc(CNC(=O)c2cc(F)ccc2F)c1)c1ccccc1,-9.8,0.799,2.4496
[C@]12C[C@H]([NH2+]Cc3nccn3-c3ccccc3)N[C@H]1c1ccccc1C(=O)N2,-9.8,0.767,4.2025
[C@](C#Cc1c(Cl)ccc2ccccc12)N1C(=O)/C(=C/c2ccc3c(c2)OCCO3)NC1,-9.8,0.603,3.2792
[C@](C#N)(C(=O)CN1C(=O)[C@]2([C@@H](C)CCCC2)c2ccccc21)c1cccc(F)c1,-9.8,0.892,4.0656
OS[C@H](CCS(=O)(=O)[C@H](c1ccccc1)c1ccccc1)C1[NH+]=c2ccccc2=[NH+]1,-9.8,0.526,4.3000
[C@@H]S(=O)(=O)c1ccc(OCC(=O)N2CCC[C@@H](c3cnn(-c4ccccc4)c3)C2)cc1,-9.7,0.702,3.0557
[NH+]1(c2ccc(Cl)cc2)[C@@H]2OCCN(Cc3nc(C4CCOCC4)oc3C(F)(F)F)[C@H]12,-9.7,0.845,4.7891
[C@@](C#CNC(=O)C(=O)Nc1ccc(Cl)c(Cl)c1)c1ccccc1C1=C[C@H](CO)C(=O)O1,-9.7,0.394,3.9046
[C@@]1(CNC(=O)N[C@@H](c2ccc(F)cc2)c2cccc([N+](=O)[O-])c2)CCCC1,-9.7,0.698,3.0314
[C@]1(CNC(=O)Cc2ccsc2)c2ccccc2CN1C(=O)c1ccccc1,-9.7,0.850,2.5080
S[C@@]1(Cc2nc(-c3ccccc3)no2)Cc2ccccc2C12CCNC(=O)C2,-9.6,0.782,4.1561
[NH+]S/C1=C(/N=C/c2ccc(-c3ccc4c(c3)OCO4)cc2)[NH2+]Cc2ccccc21,-9.6,0.649,3.4805
[C@@](C#Cc1cccc([N+](=O)[O-])c1)NC1CCN(C(=O)[C@@H]2SCCN2Cc2ccccc2)CC1,-9.5,0.418,3.6013
Cn1cnc(-c2ccccc2NC(=O)[C@H]2CSCc3ccc(F)cc32)n1,-9.5,0.878,3.2244
[C@]1(C(N)=[NH+]Cc2ccccc2NC(=O)c2ccc(S(C)(=O)=O)cc2)CCC[NH+](C)C1,-9.5,0.465,4.2002
[C@](C#C/[NH+]=C(/N)Nc1ccccc1OCc1ccc(F)cc1)c1ccc(O)cc1,-9.5,0.343,3.0888
[C@](/C=C1\CNc2cc(S(=O)(=O)c3ccc(F)cc3)ccc21)c1ccccn1,-9.5,0.808,2.9561
[N+]=Cc1cc([N+](=O)[O-])cc(C(=O)Nc2sc3c(c2C(F)(F)F)CCN3C(=O)c2ccoc2C)c1O,-9.5,0.413,3.6147
O=C(/C=C/c1ccccc1Cl)N[C@@H](c1ccccc1)c1nnc2ccccn12,-9.5,0.628,2.7638
[C@@H]1CCN(C(=O)c2ccccc2NC(=O)NCc2ccc(Cl)cc2)C1,-9.4,0.987,2.2364
Nc1ccc(Oc2ccccc2NC(=O)/C=C/c2ccc(Br)cc2)cc1,-9.4,0.544,1.9586
[NH+]=C(c1ccccc1)[C@H]1Oc2ccccc2C(=O)N1c1ccccc1,-9.4,0.859,2.9805
[NH+]=C(/NCCc1ccc(C#N)cc1)N1CCN(c2ccccc2N2CCCCC2)C1,-9.4,0.694,2.8175
S=C(Nc1cccc(C2[NH+]=c3cccc(Cl)c3=[NH+]2)c1)c1ccc(F)cc1,-9.4,0.682,3.9433
