SMILES,Dock,QED,SA
O=C(Cc1ccccc1)Nc1cccc(-c2nnc3n2CCCCC3)c1,-9.8000,0.7304,4.6228
O=C([O-])C1CCN(C(=O)[C@H]2CCCN(c3ccc4c(c3)CCCCC4)C2)CC1,-9.8000,0.7006,3.0352
O=C(Cn1cc(C(=O)N2CCCC2)nc1-c1ccccc1)NCc1ccccc1,-9.8000,0.6556,5.0827
C[C@@H](NC(=O)CN1C(=O)N[C@@](C)(c2ccccc2)c2ccccc21)c1ccc(F)cc1,-9.8000,0.5923,5.4455
Cc1c(C(=O)NCc2ccccc2)cc(C(N)=O)c(C)c1C(=O)N1CCNC1=O,-9.8000,0.6612,4.9352
O=C(Nc1nc2ccccc2s1)[C@@H]1CCCN(c2nc3ccccc3s2)C1,-9.8000,0.4942,5.9532
O=C(Nc1ccccc1C(=O)NCCc1ccccc1)c1cccc(F)c1,-9.7000,0.6450,5.0509
O=C(Nc1nncs1)c1cc(-c2ccccc2)nc2ccccc12,-9.7000,0.5654,5.0147
Cc1ccc(C(=O)NNC(=O)c2ccccc2OCc2ccccc2)cc1,-9.6000,0.6327,4.7856
O=C(COc1ccccc1)N1CCC(CN2C(=O)N[C@@]3(CCc4ccccc43)C2=O)CC1,-9.6000,0.6857,4.7663
CN1C(=O)C(=Cc2cccc(C(=O)NCc3ccccc3)c2)C(=O)N1c1cccc(Cl)c1,-9.6000,0.4251,5.4963
O=C(Nc1ccccc1[N+](=O)[O-])c1cccc(C(=O)N2CCCC2)c1,-9.6000,0.6341,3.7661
O=C(Nc1ccccc1NC(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,-9.6000,0.5988,5.0863
O=C(Nc1ccccc1)c1cc2ccc(S(=O)(=O)N3CCCCC3)cc2o1,-9.5000,0.6907,4.7521
CN1C(=O)c2ccccc2N1C(=O)c1ccccc1C(=O)NCc1ccc(F)cc1,-9.5000,0.5192,5.0854
O=C(NCc1ccc(N2CCCC2=O)cc1)c1ccc(-c2ccccc2)cc1,-9.5000,0.6731,5.0408
O=C(Nc1ccccc1)c1ccccc1NC(=O)CCc1ccccc1,-9.5000,0.6411,5.2363
CC[C@@H](C(=O)N1CCC(C(=O)N2CCC(C(=O)Nc3cccc(C)c3)CC2)C1)c1ccccc1,-9.5000,0.6505,5.401
O=C(NCc1ccccc1F)N1CCC(c2n[nH]c(=O)n(Cc3ccccc3)c2=O)CC1,-9.5000,0.5892,5.1854
O=C(Cn1c(C(=O)c2ccccc2)nc2ccccc21)NCc1ccccc1,-9.5000,0.4785,5.602
CCc1cccc(C(=O)Nc2cccc(C(=O)Nc3cc(C)ccc3C)c2)c1,-9.5000,0.5824,5.4309
COc1ccc(-c2noc(CN(C)C(=O)C3CCN(C(=O)c4ccc(C)cc4)CC3)n2)cc1,-9.5000,0.5229,5.7148
O=C(CN1C(=O)N[C@]2(CCCc3ccccc32)C1=O)Nc1ccccc1F,-9.5000,0.7687,3.5608
CN(Cc1ccccc1)C(=O)Nc1ccccc1C(=O)NCc1ccccc1,-9.5000,0.6274,5.2271
O=C(NCc1ccc(C(=O)N2CCN(c3ccccc3F)CC2)cc1)c1ccc(F)cc1,-9.5000,0.6124,5.176
O=C(CCc1ccccc1)N1CCC[C@H](c2nnc(-c3ccccc3)o2)C1,-9.4000,0.6371,4.8767
O=C(NCc1ccc(C(=O)N2CCCCC2)cc1)c1cc2c([nH]c1=O)CCCC2,-9.4000,0.7880,3.9876
Cc1ccccc1C(=O)NCCNC(=O)c1ccc(C(=O)N2CCOCC2)cc1,-9.4000,0.6780,4.85
O=C(CCc1nnc(-c2ccccc2)o1)N1CCN(c2ccccc2)CC1,-9.4000,0.6481,4.5855
O=C(Cn1cnc2ccccc21)Nc1ccc(Cl)c(C(=O)N2CCCCC2)c1,-9.4000,0.6755,4.8783
Cc1ccccc1C(=O)N1CCN(c2ncnc(Nc3ccc(C)c(C)c3)c2N)CC1,-9.3000,0.6245,5.486
C[C@@H](Cc1ccccc1)C(=O)N1CCN(C(=O)c2ccccc2Cl)CC1,-9.3000,0.7760,3.375
O=C(NC1CC[NH+](Cc2ccc(F)cc2)CC1)c1ccc2c(c1)CCCC2,-9.3000,0.8060,3.3066
O=C(CN1CCCCCC1=O)Nc1cccc(C(=O)N2CCCCCC2)c1,-9.3000,0.8343,3.1579
O=C(Nc1ccc(C(=O)N2CCCC2)cc1)c1cccc(C(F)(F)F)c1,-9.3000,0.8399,3.5376
O=C(NCc1cccc(Br)c1)c1ccc(CN2C(=O)CCCC2=O)cc1,-9.3000,0.7116,4.3355
C[C@H](C(=O)Nc1ccc(Cl)cc1)N1CCN(C(=O)c2ccccc2F)CC1,-9.3000,0.8228,3.6813
O=C(C[NH+]1CCC(n2c(=O)oc3ccccc23)CC1)NCc1ccccc1,-9.3000,0.6613,5.1359
O=C(CN1CCN(C(=O)c2ccccc2)CC1)N1CCC(Cc2ccccc2)CC1,-9.2000,0.7183,3.9606
O=C(NC[C@@H](Cc1ccccc1)c1ccccc1)c1ccc(Cl)cc1,-9.2000,0.6090,5.0656
C[C@@H]([NH2+][C@@H]1CCCn2nc(-c3ccccc3)nc21)c1ccccc1Cl,-9.2000,0.7259,4.2984
O=C(Nc1cccc(F)c1)c1cccc(CS(=O)(=O)c2ccccc2)c1,-9.2000,0.6879,4.773
O=C(Nc1cccc(-c2nc3ccccc3o2)c1)c1ccc(F)cc1,-9.2000,0.5312,5.0048
O=C(NCc1ccc(F)cc1)[C@@H]1CCCN(C(=O)c2cccc(C(F)(F)F)c2)C1,-9.2000,0.7275,3.8747
O=C(Cn1ncc2ccccc21)Nc1ccccc1C(=O)N1CCCCC1,-9.2000,0.7243,4.427
