smiles,qed,sa,egfr,her2
C[C@]1(c2ccc3ccccc3c2)NC(=O)N(CC(=O)NNC(=O)c2ccoc2)C1=O,0.4495,5.0000,-10.0,-10.6
C[C@H](NC(=O)CN1C(=O)N[C@]2(C[C@H](C)CC2=O)c2ccccc21)c1nc2ccccc2[nH]1,0.5897,5.0000,-9.9,-10.7
C[C@@]1(c2ccc3c(c2)OCO3)NC(=O)N(Cc2ccc(-c3ccc(Cl)cc3)[nH]2)C1=O,0.6204,5.0000,-9.6,-10.9
COc1cccc(C(=O)Nc2cc(C(F)(F)F)cc(-c3ccncc3)n2)c1F,0.6624,5.0000,-9.7,-10.2
O=C(C1=Cc2ccccc2OC1)N1CCC(c2nc(-c3cccnc3)no2)CC1,0.6847,5.0000,-9.1,-10.7
CC(C)C[C@H](NC(=O)[C@H]1CCc2ccccc2C1)c1nc2sc3c(c2c(=O)[nH]1)CCCC3,0.5834,5.0000,-10.2,-9.5
Cc1ccc(NC(=O)CSc2nc3ccccc3c(=O)n2-c2ccc3c(c2)OCCO3)cc1,0.3559,5.0000,-9.8,-9.8
Cc1cc(C(=O)NCc2ccccc2F)c2c(C)nn(-c3ccc(C(F)(F)F)cc3)c2n1,0.4463,5.0000,-9.8,-9.8
Cc1ccc(NCc2nnc3n2Cc2ccccc2CC3)cc1Cl,0.7846,5.0000,-9.3,-10.3
COc1ccc(C(=O)C2=C([O-])C(=O)N(Cc3cccnc3)[C@H]2c2ccc(C(C)C)cc2)cc1,0.5211,5.0000,-9.0,-10.6
Cc1cnc2n(c1=O)C[C@H](C(=O)Nc1cccc(C#Cc3ccccn3)c1)CO2,0.681,5.0000,-9.4,-10.2
O=C(NNC(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2o1,0.6962,5.0000,-9.2,-10.3
O=C(CNC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1nnc(Cc2ccccc2)o1,0.5205,4.9612,-9.2,-10.3
O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1c([O-])nnc2ccccc12,0.7032,5.0000,-9.1,-10.4
C[C@@H](NC(=O)N[C@H]1CCCOc2c1ccc1ccccc21)[C@@H]1CCCO1,0.8782,5.0000,-9.4,-10.0
Cc1cccnc1NC(=O)Cn1cnc2c(cnn2-c2ccccc2)c1=O,0.6,5.0000,-9.4,-9.8
C[C@H](CC(=O)N[C@H](C)c1ccc2c(c1)OCCO2)[NH+]1CCc2ccccc2C1,0.8336,5.0000,-9.0,-10.2
O=S(=O)(c1ccc(Cl)c(Cl)c1)N1CCc2c([nH]c3ccccc23)C1,0.7227,5.0000,-9.3,-9.8
COc1cccc(-c2nn(C[NH2+]Cc3cccc(C)n3)c(-c3ccccc3)n2)c1,0.53,5.0000,-9.8,-9.3
O=C1N[C@H](c2ccc(F)cc2)[C@@H](C(=O)c2cc3ccccc3o2)N=C1N1CCOCC1,0.6578,5.0000,-10.0,-9.1
COC(=O)Cn1/c(=N/C(=O)c2cc3cc([N+](=O)[O-])ccc3s2)[nH]c2ccccc21,0.315,5.0000,-9.2,-9.8
Cc1ccccc1-c1nnc(S[C@H](C(=O)[O-])c2c[nH]c3ccccc23)n1C,0.5406,5.0000,-8.8,-10.2
Cc1ccc(N2C[C@H](C(=O)NCC3CCN(C(=O)c4ccco4)CC3)CC2=O)cc1,0.823,5.0000,-9.2,-9.8
O=C(Nc1cc(-c2cccnc2)ccc1O)[C@@H]1COc2ccccc2O1,0.7105,5.0000,-8.7,-10.2
CC(=O)N(C)c1ccc(NC(=O)c2ccc(OCc3cccc(C)c3C)cc2)c(OC)c1,0.5623,5.0000,-8.8,-10.0
Cc1ccccc1NC(=O)CCSc1nnnn1-c1ccc(Cl)c(C(F)(F)F)c1,0.558,5.0000,-8.8,-9.9
O=C(Cc1ccc(NC(=O)c2cc3c([nH]c2=O)CCC3)cc1)NC1CCCC1,0.7459,5.0000,-8.8,-9.9
C[NH+]1CCC2(CC1)NC(=O)N(Cc1cc(=O)[nH]c3ccccc13)C2,0.7322,5.0000,-9.4,-9.3
CC1=C(C(=O)Nc2ccccc2C)N(C(C)C)C[C@]1(C)C(=O)Nc1cccc(C(F)(F)F)c1,0.6124,4.7139,-9.4,-9.3
O=C1/C(=C/c2ccc3c(c2)OCO3)C(=O)N1c1cccc(Br)c1,0.4619,5.0000,-8.6,-10.1
Cn1c(CC2=NN(c3ccc4c(c3)CCC4)CC2)nnc1-c1cccs1,0.7074,5.0000,-8.6,-10.0
c1cn(-c2ccc(NC(=S)N3CCC[C@H]3C(N)=O)nn2)c(-c2ccccc2)n1,0.6535,5.0000,-9.5,-9.1
Cn1c(-c2nnc(CC3CCCC3)n2C2CC2)c2cnn(-c3ccccc3)c2n1,0.5174,5.0000,-8.7,-9.9
C[C@H]1CN(C[C@@H](O)C[NH2+][C@@H]2C(=O)N(c3ccccc3)C(=O)c3ccccc32)C(C)(C)CO1,0.665,5.0000,-9.4,-9.2
CS(=O)(=O)N(C[C@H]1COc2ccccc2O1)C(c1ccccc1)c1ccccc1,0.6201,5.0000,-9.5,-9.1
Cc1ccc(Cl)cc1NC(=O)Cn1c(C(F)(F)F)nc2cc(S(=O)(=O)N3CCOCC3)ccc21,0.5582,5.0000,-9.3,-9.3
Cc1nn(C)c(C)c1CC(=O)Nc1cc(F)c(N2CCCCC2)c2ccccc12,0.7088,5.0000,-9.2,-9.3
COc1ccc2ccccc2c1C(=O)N1CCCSC[C@H]1C[C@H](O)c1cccs1,0.6238,5.0000,-8.6,-9.8
C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc2ccccc12,0.6934,5.0000,-8.8,-9.6
C[C@H](NC(=O)Nc1ccc(F)c(-n2cnnn2)c1)c1ccc(F)cc1,0.7621,4.9620,-9.2,-9.1
Cc1cc(SCC(=O)NC[C@@H](O)c2cccc(F)c2)nc2ccccc12,0.6507,5.0000,-9.1,-9.2
Cc1cccc(N2C[C@@H](C(=O)NCCC3=CCCCC3)CC2=O)c1C,0.8317,4.9563,-8.8,-9.4
Cc1cccc(NC(=O)C(=O)NCc2ccc(CN3CCOCC3)cc2)c1C,0.7805,5.0000,-8.8,-9.4
CC[C@H](C(=O)Nc1cc(F)cc(Cl)c1)N1CCn2c(nc3ccccc32)C1=O,0.7257,5.0000,-8.9,-9.3
C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)Oc1cccc(C(=O)NCc2ccco2)c1,0.4234,5.0000,-8.9,-9.3
COc1ccc([C@H](CNS(=O)(=O)c2ccc(C)c(C)c2)[NH+]2CCCCC2)cc1,0.7464,5.0000,-9.1,-9.1
O=C(CN1C(=O)C=C(c2ccccc2)NC1=O)Nc1cccc(F)c1,0.7623,5.0000,-8.7,-9.5
CC(C)(NC(=O)NCc1ccc(S(=O)(=O)N2CCCC2)cc1)C1CCCC1,0.7787,4.9424,-8.9,-9.2
COc1cccc(CNC(=O)Nc2cnc(-c3ccccc3)[nH]c2=O)c1,0.6591,5.0000,-8.5,-9.6
CC(=O)C[C@@]1(O)C(=O)N(CCc2ccccc2)c2ccc(Cl)cc21,0.9072,4.8555,-9.3,-8.8
Cn1ccnc1[C@](O)(CC(=O)Nc1cccc(-c2ccccn2)c1)C(C)C,0.7028,4.8447,-8.8,-9.2
Cc1c(C(=O)Nc2ccc(Cl)cc2)c2c([nH]c1=O)c(=O)n(C)c(=O)n2C,0.7011,4.9082,-9.2,-8.8
COc1cc(Cl)c(C)cc1NC(=O)c1cnc(-c2cccc(F)c2)[nH]1,0.7233,5.0000,-8.4,-9.6
COC1CC[NH+](Cc2ccccc2CNC(=O)c2cc3ccccc3s2)CC1,0.6738,5.0000,-8.6,-9.4
C[C@@H]1CCCC[NH+]1Cc1ccc(NC(=O)Cc2c(F)ccc(F)c2F)o1,0.7987,5.0000,-9.1,-8.9
Cc1c(C(=O)N[C@H]2CCCCC[C@H]2C(=O)[O-])oc2c1C(=O)CCC2,0.8464,4.7531,-8.7,-9.3
CCCOc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H]3C(=O)OC[C@@H]3OC(C)=O)C[C@@H]2N1,0.6463,5.0000,-9.1,-8.8
COc1ccc(C(=O)N[C@@H](C)C(=O)N2CCc3cc(F)ccc3C2)cc1Cl,0.8718,5.0000,-8.5,-9.4
Cn1c(-c2nnc(SCc3nc4ccccc4s3)o2)cc2c1cnn2C,0.4394,5.0000,-8.5,-9.3
O=C(NNc1ccc(N2CCOCC2)nn1)c1csc(-c2cccs2)n1,0.6478,5.0000,-8.5,-9.3
C[C@]1(c2ccc(F)c(F)c2)NC(=O)N(C[C@H](O)COCc2ccccc2F)C1=O,0.6903,4.7698,-8.4,-9.4
O=C([O-])C[C@@H]1c2[nH]c3ccccc3c2C[C@@H]1C(=O)N1CCC(C(=O)[O-])CC1,0.7847,5.0000,-8.3,-9.5
COc1ncccc1-c1nc2ccc(Cl)cc2c(=O)n1-c1ccc(Cl)c(C(F)(F)F)c1,0.3842,5.0000,-9.7,-8.1
CCc1onc(C)c1NC(=O)N[C@@H]1CCCC[C@@H]1Cc1ccccc1,0.843,4.9455,-8.7,-9.1
COc1ccc(N2CCC[NH+]([C@@H]3CCCN(Cc4ccc(F)cc4)C3=O)CC2)cc1,0.8176,5.0000,-9.4,-8.3
Cc1ccc(CNS(=O)(=O)c2c(C)cc(C)cc2C)c([N+](=O)[O-])c1,0.6629,4.2744,-8.3,-9.4
O=C(CNc1sc(-c2ccccc2)cc1)Nc1cccc(Cl)c1Cl,0.5925,4.9932,-8.3,-9.4
Cc1ccc(OCCCNC(=O)C(=O)Nc2ccc(F)cc2C)c(C)c1,0.6151,4.6261,-8.4,-9.3
O=C(Oc1ccc(-n2cnnn2)cc1)c1nccc2ccccc12,0.4262,5.0000,-8.5,-9.2
O=C(NNc1ccc(F)cc1)c1cnc(Oc2ccc(F)cc2)cn1,0.6959,4.9731,-8.6,-9.1
COc1cccc(C(=O)Nc2cccc(CN3C(=O)NC(CO)(C)C3)c2)c1OC,0.663,4.9370,-8.7,-9.0
COC(=O)c1cccc(CCNC(=O)C(=O)Nc2c(F)cccc2F)c1,0.6298,4.5986,-8.4,-9.2
COCCNC(=O)[C@@H]1c2ccccc2C(=O)N2CC[NH+](Cc3ccc(Cl)cc3)C[C@H]21,0.6774,5.0000,-9.1,-8.5
COC(=O)[C@@H]1CCCC[C@@H]1NC(=O)Nc1cccc(-c2ncon2)c1,0.8258,4.9189,-8.6,-9.0
CC(C)(C)OC(=O)N[C@H](C(=O)n1nnc(-c2ccccc2)n1)C1CCCC1,0.8866,4.8087,-8.9,-8.7
C[C@H]1Sc2ccc(C(=O)Oc3ccc4c(c3)OCCO4)cc2NC1=O,0.6576,5.0000,-8.5,-9.1
Cc1ccn(-c2ccc(NC(=O)N3CC[C@@H](C)[C@@H](O)C3)nn2)n1,0.8678,4.9086,-8.6,-8.9
CC(=O)c1cccc(NC(=O)COC(=O)c2ccc3c(c2)OCO3)c1,0.6633,5.0000,-8.4,-9.1
CC[NH+]1CCN(c2ccc(NC(=O)Nc3ccc([N+](=O)[O-])c(C)c3)cc2)CC1,0.5447,5.0000,-8.7,-8.8
CN(C)C(=O)c1cccc(C(=O)Nc2ccc(F)cc2Cl)c1,0.9416,4.6055,-8.7,-8.8
CC(=O)c1ccc(S(=O)(=O)NNC(=O)c2ccc([N+](=O)[O-])cc2)cc1F,0.4427,4.2100,-8.3,-9.2
O=C(NC1CCCCCC1)c1cccnc1Oc1cccc(Cl)c1,0.7956,5.0000,-8.4,-9.1
C[C@H](Cc1ccc(O)cc1)N(C)C(=O)c1cc2ccc(Br)cc2[nH]1,0.6999,4.8415,-8.3,-9.2
Cc1[nH]c2ccccc2c1C(=O)CSc1nnnn1C1CCCC1,0.5671,5.0000,-8.4,-9.1
Cn1c(=O)c2c(nc(N/N=C\c3ccccc3Cl)n2C)n(C)c1=O,0.5675,4.7283,-8.4,-9.0
O=C(/C=C/c1cccnc1)NNC(=O)NC12CC3CC(CC(C3)C1)C2,0.5835,5.0000,-8.3,-9.1
CCn1cc(CN2CCN(C(=O)c3nccc4ccccc34)CC2)c(C(C)=O)c1C,0.6107,5.0000,-8.2,-9.2
COC(=O)CCOc1ccc(/C=C2\C(=O)N(c3ccc(F)c(F)c3)C(=S)N=C2[O-])cc1,0.3853,4.8207,-8.4,-9.0
O=C(NCCCc1cccc(F)c1)c1ccc(CSC2=NC=NC2=O)cc1,0.7453,4.6987,-8.6,-8.8
C/C(=C/C(=O)Nc1ccc(C(=O)N(C)C)cc1)c1ccc(F)cc1,0.8734,4.2343,-8.4,-9.0
O=C(CCc1ccccc1)Oc1cccc(S(=O)(=O)N2CCOCC2)c1,0.5719,5.0000,-8.5,-8.9
C[C@@]1(c2ccc3c(c2)OCCCO3)NC(=O)N(Cc2ccco2)C1=O,0.8665,5.0000,-8.2,-9.2
O=S(=O)([O-])C1=NN(c2cccc(Cl)c2)[C@H](c2ccccc2)C1,0.7902,4.7552,-8.6,-8.8
CSc1nnc(SC2CCCCC2)n1-c1nc2ccccc2s1,0.6095,5.0000,-8.6,-8.8
Cc1ccc(NC(=O)NCc2ccc(F)c(Cl)c2)cc1S(C)(=O)=O,0.8643,4.4802,-8.5,-8.8
O=C(CSc1nnc(-c2ccccc2F)n1-c1ccccc1)NC1CC1,0.6773,5.0000,-8.5,-8.8
Cc1nn(CC(C)C)c(Cl)c1C(=O)O[C@@H](C)C(=O)N1CCc2ccccc21,0.7322,4.8976,-8.4,-8.9
COCc1c(C(=O)Nc2cc(C)c(C)cc2[N-]S(C)(=O)=O)sc2ccccc12,0.6191,5.0000,-8.9,-8.4
