SMILES,Dock,QED,SA
Cc1cccc(C(=O)N[C@H](C(=O)Nc2ccccc2-c2ccccc2)c2nc3ccccc3n2CC)c1,-10.5,0.2889,8.4346
Cc1ccc(NC(=O)N2CCC[C@@H](c3nc4ccccc4[nH]3)C2)cc1NC(=O)C1CCCC1,-10.4,0.5014,6.2605
O=C(NC[C@H](c1cccc(Cl)c1)[NH+]1CCCC1)Nc1nnc(-c2ccc3c(c2)OCO3)o1,-10.1,0.5267,6.1556
O=C(CC[C@@H]1Cc2ccccc2O1)N1CCC(C(=O)c2n[nH]c3ccccc23)CC1,-10.0,0.6583,5.3765
Cc1ccccc1C(=O)N1CCN(C(=O)c2cc3ccccc3cc2OC(C)C)CC1,-9.8,0.6277,4.8917
COc1cccc(-c2ccc(CNC(=O)C(=O)N[C@H]3CCCc4ccccc43)cc2)c1,-9.7,0.6159,5.4779
O=C(Nc1cc(Br)ccc1Cl)c1cc(-c2ccco2)nc2c1cnn2Cc1ccco1,-9.6,0.3217,8.0027
O=C(CNC(=O)c1ccc2c(c1)-c1ccccc1C2)NC[C@@H]1CCCCO1,-9.5,0.7314,4.0996
COc1ccccc1CNc1ccccc1C(=O)N/N=C\\c1ccccc1,-9.5,0.4937,5.7918
CCn1c(SCc2c(C(=O)N3CCCC3)c3ccccc3o2)nnc1N1CCOCC1,-9.5,0.5427,6.0714
COc1cccc(NC(=O)C(=O)N2CCc3cnc(Nc4ccccc4)nc3C2)c1,-9.5,0.6505,5.0615
C[C@H]1CC2=C(C(=O)N(Cc3ccccc3)CC2)[C@H](c2ccccc2Cl)C1,-9.5,0.6945,4.1795
CN1C(=O)c2oc3cc(C)c([N+](=O)[O-])cc3c2C[C@H]1c1ccccc1,-9.5,0.5230,3.9306
Cc1ccccc1N1C[C@@H](CC(N)=O)[C@@H](c2ccc3c(c2)OCCCO3)C1=O,-9.4,0.8843,3.9777
C[C@@H]1C[C@H](C)CC/C1/C=N\\c1ccc(-c2nnc(Cc3ccccc3)o2)cc1,-9.4,0.5076,5.8935
Cc1nn(-c2ccc(F)cc2)c(C)c1C[NH+]1C[C@@H](c2ccc(OCc3ccccc3)cc2)[C@@H](C(C)C)C1,-9.4,0.3399,7.668
C[C@@H](NC(=O)c1cccc(F)c1)C(=O)Nc1cccc(C(=O)N2CCOCC2)c1,-9.4,0.8057,4.3386
C[C@H]1CN(C(=O)C2CCC(c3ccccc3)CC2)c2ccccc21,-9.4,0.7529,3.3935
