SMILES,Dock,QED,SA
C[C@H]1CCCCN1S(=O)(=O)c1cccc(C(=O)Nc2nnc(-c3ccc4c(c3)OCO4)o2)c1,-10.1,0.6025,6.2338
O=C(c1cc2ccccc2n1Cc1ccccc1)N1CCN(c2ccccn2)CC1,-10.0,0.5227,5.356
Cc1ccc(C2=CCN(C(=O)c3noc(Cc4ccccc4)n3)CCCC2)cc1Cl,-9.9,0.5707,5.4923
Cc1cc(NC(=O)C(=O)N2C[C@H]3CC=CC[C@@H]3C2)nc(-c2ccccc2)n1,-9.9,0.6584,3.3364
C[C@H](CC(=O)N1CC=C(c2c[nH]c3ccccc23)CC1)n1ccc(N2C[C@@H](C)C[C@H](C)C2)n1,-9.9,0.5934,6.1534
C[C@H]1[NH+]=c2ccc(C(=O)N3CCC(Cc4ccccn4)CC3)nn2C[C@@H]1CC(=O)N1CCCC1,-9.9,0.6934,5.5909
O=C(Nc1ncc(-c2ccccc2)s1)[C@@H]1CC(=O)N(c2cccc3cccnc23)C1,-9.8,0.5387,6.067
Cc1ccc(-c2n[nH]cc2C[NH2+]C[C@H]2CCC[C@H](C(=O)NC3CCCCC3)C2)cc1,-9.5,0.6522,5.2099
c1cccc(C[C@H](C[NH2+][C@@H]2CCc3ccccc32)c2ccccc2Cl)c1,-9.5,0.6407,4.9899
O=C(O[C@H](C(=O)N1CCOCC1)c1ccccc1)c1csc(-c2ccc(F)cc2)n1,-9.3,0.5821,5.4172
Clc1ccc(-c2cnnc(NC[C@H]3CCN(c4ncccn4)C3)n2)cc1,-9.3,0.7421,5.1161
CCS(=O)(=O)[N-]c1cccc(/C=C2\\N=C(c3cccc(Br)c3)OC2=O)c1,-9.2,0.5228,5.0735
CC(C)c1nnc(NC(=O)c2ccc(Cl)cc2)n1C[C@@H](O)C[NH2+]C1CCCC1,-9.2,0.6255,5.2976
Cc1cccc([C@@H](C)[C@@H](C)NC(=O)N[C@H](C)c2ccc3ccccc3c2)c1,-9.2,0.6018,5.2111
O=C(N[C@@H]1CC[NH+](Cc2ccccc2)[C@@H]1c1ccc(F)c(F)c1)C1CCCC1,-9.2,0.8145,3.897
Cc1nn(Cc2cc(Cl)ccc2Cl)cc1/C=C/C(=O)N1CCN(c2ccccc2)CC1,-9.2,0.5138,5.7479
Cc1ccc(NC(=O)C(=O)N[C@H](C)c2nnc(-c3ccccc3)o2)cc1,-9.1,0.7053,4.3745
CC(C)c1ccc(-c2cc(NC(=O)c3ccc(C(F)(F)F)cc3)nn2C)cc1,-9.1,0.6442,5.0469
O=C(NC[C@@H](O)c1ccc(F)cc1)Nc1nnc(-c2cccc(F)c2)o1,-9.1,0.6496,4.7924
CC[C@@H]1[NH+]=c2ccc(Cl)cc2=C1NC(=O)[C@@H](C)OC(=O)c1cc2c(s1)CC[C@@H](C)C2,-9.1,0.6850,5.0574
Cc1ccccc1C(=O)NCC(=O)Nc1cccc2cnccc12,-9.1,0.7765,3.8974
O=C(CC1=c2ccccc2=[NH+]C1)NC1(c2ccccc2)CCCC1,-9.0,0.8481,4.1504
CC/[NH+]=C(/NCCc1c[nH]c2ccc(C)cc12)NC[C@H]1CCO[C@H]1c1ccc(O)cc1,-9.0,0.2990,5.6489
O=C(NC[C@H](c1ccc(F)cc1)N1CCOCC1)C1=Cc2cc(Cl)ccc2OC1,-8.9,0.8108,4.6567
Cc1ccccc1CN1CCC[C@H](CNC(=O)[C@H]2CCCC[C@@H]2C)C1,-8.9,0.8717,3.5101
COc1ccccc1CC(=O)NCc1ccc(F)cc1C(N)=O,-8.9,0.8523,4.0003
C[C@@H](c1ccc(OCc2ccc(F)cc2)cc1)S(=O)(=O)c1nc2ccccc2o1,-8.9,0.4425,6.4204
COC(=O)[C@H](c1cccc(C)c1)[NH+]1CCC[C@H](c2nc3ccccc3[nH]2)C1,-8.9,0.6997,3.9372
O=C(/C=C/c1cccnc1)Nc1ccc(-c2cn3c4ccccc4nc3s2)cc1,-8.8,0.4215,6.7638
Cc1ccc(-c2noc(SCc3nc(CC(=O)NC4CCC(C)CC4)no3)n2)cc1,-8.8,0.5648,6.5427
CCS(=O)(=O)c1cccc(C(=O)Oc2cc(Cl)c3c(c2)OCCCO3)n1,-8.8,0.5781,4.182
Cc1cccc(C(C)(C)CC(=O)Nc2ccc(C)cn2)c1C,-8.8,0.9130,3.3203
O=C([C@H]1CC(=O)N(c2cc(-c3ccco3)no2)S1)c1cc(F)cc(F)c1,-8.8,0.5085,4.9622
CC(C)CCn1cnc2c(N)n(Cc3ccccc3)c(=O)c(-c3ccccc3)c12,-8.8,0.5289,6.2033
O=C(CN1CCN(C(=O)/C=C/c2cccnc2)CC1)N1CCN(c2ncnc3sccc23)CC1,-8.8,0.5161,6.1251
COc1ccc(-c2cnnc(NCc3ccc(NC(=O)C4CC4)s3)n2)cc1,-8.7,0.6504,6.3788
Cc1nc(C2CC2)nc([C@@H]2CCCN(C(=O)Cn3ccc4ccccc43)CC2)n1,-8.7,0.6807,4.9235
O=C(CCC(=O)N1CC[NH+](Cc2ccccc2)OC1)c1ccc(O)cc1,-8.7,0.7634,4.8413
O=C(c1ccc([C@H]2CCC[NH2+]2)cc1)N1CCc2cc(O)ccc2C1,-8.7,0.8879,2.9726
CC(C)c1cccc(N/C([O-])=N/S(=O)(=O)c2cc(Cl)ccc2Cl)c1,-8.7,0.6427,3.6234
Cc1cc(C2=C(N)N(Cc3ccccn3)[C@H]3CS(=O)(=O)C[C@H]32)on1,-8.7,0.8818,4.6774
Cc1ccc(-n2nnc(C(=O)Nc3cccnc3)c2C2CC2)cc1,-8.7,0.8018,4.3748
Cc1ccc(C)c(OCC(=O)N(Cc2ccccn2)c2ccccn2)c1,-8.7,0.6821,4.7494
Cc1nnc(S[C@H]2CS(=O)(=O)c3ccccc32)c(C#N)c1C,-8.7,0.8408,2.9
O=C(NCCc1nc(C2CCCC2)no1)c1cccc(OCc2cccnc2)c1,-8.7,0.6290,6.2855
Cc1ccccc1C(=O)Nc1ccc(N2CCCCCC2)cn1,-8.7,0.9310,3.44
O=C(Cc1csc(Nc2ccccn2)n1)c1ccc2c(c1)OCO2,-8.7,0.7180,5.4471
CCOC(=O)c1cccc(-c2nn(CN3CCN(c4cccc(Cl)c4)CC3)nn2)c1,-8.6,0.5606,5.6309
Cc1cc(C(=O)NNC(=O)C2CCCCC2)ccc1C(N)=O,-8.6,0.7362,3.0117
Cc1nc(CSc2nnc(Cc3ccccc3)n2-c2ccc(F)cc2)cs1,-8.6,0.4277,6.5098
CC[C@H](C)NC(=O)CN1CCC(CCC(=O)N2C[C@H](C)c3ccccc32)CCCC1,-8.6,0.7241,4.7599
COc1ccc(C(=O)CCC(=O)N2CC[NH+](Cc3nc4sc(C)c(C)c4c(=O)[nH]3)CC2)cc1,-8.6,0.5115,6.3895
CNC(=O)c1ccc(F)cc1NC(=O)c1ccc2cccnc2n1,-8.6,0.7746,3.6635
Cc1ccc(-c2csc(/C(C#N)=C/Nc3ccc4c(c3)OCCO4)n2)cc1,-8.6,0.6593,5.8176
COc1ccc(Cl)c(CN2CCn3c(nnc3-c3ccccc3)C2)c1,-8.6,0.7173,4.4672
Cc1ccc(CSCCn2c(C)nc3ccccc3c2=O)cc1,-8.6,0.6667,4.3298
COC(=O)Nc1ccc(NC(=O)N[C@@H](C)c2cc3ccccc3o2)cc1,-8.5,0.6440,5.2059
C[C@@H](Cc1nc2ccccc2c(=O)[nH]1)NC(=O)CCCc1ccsc1,-8.5,0.6839,5.0389
N#C/C(=C\\c1ccc2c(c1)OCO2)C(=O)Nc1ccc(Cn2cccn2)cc1,-8.5,0.5487,5.3196
CN(C)C(=O)[C@H]1CC[C@H]([C@@H]2CC(=O)N(c3ccccc3)C2)C(C)(C)O1,-8.5,0.8470,2.273
Cc1ccc(OCC(=O)N/N=C/c2cc(C)n(-c3nc(C)cs3)c2C)cn1,-8.5,0.5238,5.35
Cc1ccc(S(=O)(=O)NCC(=O)NC[C@H](c2ccco2)N2CCc3ccccc3C2)s1,-8.5,0.5405,6.3152
C[NH+]1CCN(c2ccc(NS(=O)(=O)c3ccc(F)c(F)c3F)c(C(=O)[O-])c2)CC1,-8.5,0.6315,5.7401
COc1cccc(CN2C(=O)CC[C@H](C(=O)N3CCCN(S(=O)(=O)C4CCCCC4)CC3)C2=O)c1,-8.5,0.4335,4.8796
Cc1cc(C(=O)[O-])cc([C@@H](C)NC(=O)NCc2ccccn2)c1C,-8.4,0.8728,3.9929
Cc1cc(O[C@H](C)C(=O)N/N=C/c2ccccc2[N+](=O)[O-])cc([N+](=O)[O-])c1,-8.4,0.4505,4.9997
O=c1[nH]c2ccccc2c2c(Cl)ccc(Cl)c12,-8.4,0.6117,2.3108
Cc1cccc(C2=NN3N=C(C4CCCCC4)C(=O)[C@H]32)c1,-8.4,0.8364,2.4374
COc1ccc(N2C[C@@H](C(=O)Nc3ccc(Cl)cc3C)C[C@H]2CC(C)C)cc1,-8.4,0.6919,5.4448
C[C@H](CS(C)(=O)=O)N(C(=O)C[C@H](c1ccccc1)c1ccccc1)C(C)C,-8.4,0.6907,4.6725
Cc1cc(C)cc(CCNC(=O)Nc2cc(C)ccn2)c1,-8.4,0.9036,3.0583
CC[NH+](C)C[C@H]1CCN(C(=O)c2cccc(S(=O)(=O)N3CCCC3)c2)C1,-8.4,0.7804,4.3293
O=C(C[NH+]1CCC[C@H]1c1cccc(Cl)c1)NC(=O)NC[C@@H]1CCCO1,-8.4,0.7295,4.1298
CC(C)[C@H]1C(=O)Nc2ncnn2[C@]1(C)OCC#Cc1cc(F)ccc1F,-8.4,0.8543,3.1571
COC(=O)c1ccc(CCNC(=O)[C@H]2c3c([nH]c4ccccc34)CC(C)(C)[NH2+]C2=O)o1,-8.4,0.4229,5.6737
CCc1cccc(C)c1NC(=O)c1cnc(Cl)c(Cl)c1,-8.3,0.8475,3.2184
Cc1ccc(CC(=O)NNC(=O)c2c[nH]c3ccc(Cl)cc23)s1,-8.3,0.6364,3.9991
C/[NH+]=C(/NCCc1c[nH]c2ccccc12)NCCCC1=C[C@H](C(=O)[O-])C1,-8.3,0.2211,6.3061
Cc1ccc([C@H](CNC(=O)c2cn[nH]c2C)[NH+]2CCCC2)cc1,-8.3,0.7760,4.029
Cc1nc2cc(C(=O)Nc3nnc(Cc4ccsc4)o3)ccc2o1,-8.3,0.6115,5.3387
C[NH+](Cc1cccc(C(F)(F)F)c1)Cc1ccccc1C#N,-8.3,0.9242,2.302
COc1ccc(C(F)(F)F)cc1CN1CCN(C(=O)c2c(F)cc(Br)cc2F)CC1,-8.3,0.5790,4.4727
CC1(C(=O)c2ncc(-c3ccc(F)cc3)o2)CCCC1,-8.3,0.7853,3.1009
C[C@H](OC(=O)c1cccc(-c2ccco2)c1)c1nnc2ccccn12,-8.3,0.5297,5.1651
Cc1ccc(CNC(=O)[C@@H](C)NC(=O)c2ccc(Cl)c(Cl)c2)cn1,-8.2,0.8542,3.7941
C[C@H]1OCC[C@@H]1CC(=O)NNC(=O)c1oc2ccc(F)cc2c1C,-8.2,0.8451,3.0641
Cc1ccc(CC(=O)NC[C@@H](c2ccccc2Cl)[NH+](C)C)cc1Cl,-8.2,0.8101,3.431
O=[N+]([O-])c1ccc(N/N=C/c2c(O)ccc3ccccc23)cc1,-8.2,0.4345,4.8363
CCc1cccc(CC[C@@H]2CCCN2C(=O)c2cnn(CC[NH+](C)C)c2C)c1,-8.2,0.7589,4.4912
COC(=O)c1ccccc1NC(=O)Cn1c(S(=O)(=O)CC)nc2ccccc21,-8.2,0.6350,5.2665
C[NH+](CC(=O)Nc1ccc(Cl)c(F)c1)S(=O)(=O)c1ccc(Cl)nc1,-8.1,0.7525,4.2314
Cc1ncccc1N1CCC[C@@H](c2oncc2C(=O)[O-])C1,-8.1,0.8407,3.6188
O=C(c1cccc(C(F)(F)F)c1F)N(Cc1cc(F)cc(Br)c1)C1CC1,-8.1,0.5783,4.2853
Cc1ccc([C@H](C(=O)[O-])[NH+]2CCN(c3ccc(C)c(C)c3)CC2)o1,-8.1,0.8826,4.2179
Cc1ccc(C)c(S(=O)(=O)N2CCN(Cc3noc(C4CC4)n3)CC2)c1,-8.1,0.7948,4.175
CC(=O)c1c(F)cccc1NC[C@@H]1CN(C2CCCCC2)CC[NH+]1C,-8.1,0.7991,3.3065
C[C@@](O)(CNC(=O)C(=O)Nc1ccc(F)cc1)c1ccccc1,-8.1,0.7526,3.5435
COc1ccc(C(=O)N2CC[C@@H](C)[C@H](NS(=O)(=O)C3CCC3)C2)cc1OC,-8.1,0.7953,4.0826
Cc1cccc([C@@H](CNCc2ccc3c(c2)CCO3)CC[NH+](C)C)c1,-8.1,0.7719,4.2331
O[C@H](CC1CCOCC1)CSc1nnc([C@H]2CCCCO2)n1C[C@@H]1CCCOC1,-8.1,0.6408,5.4431
CS(=O)(=O)c1ccccc1C(=O)Nc1cccc(Cl)c1Cl,-8.1,0.9245,3.21
Cc1ccc(NC(=O)CN(C)C(=O)c2ccc(Cl)c(Cl)c2)c(Cl)c1,-8.1,0.8315,3.9584
Cc1c(C(=O)N2Cc3ccccc3N[C@H](C)[C@H]2C)cnn1C,-8.1,0.8801,2.2169
COc1ccc(S(=O)(=O)N(C)c2nc(CC(=O)OC)c3c(C)noc3n2)cc1,-8.1,0.5595,5.7914
O=C(COC(=O)c1cnn(-c2ccc(Cl)c(Cl)c2)n1)NC1CCCC1,-8.1,0.8029,4.261
CC(C)CNC(=O)c1cccc(NC(=O)c2c(Cl)cccc2Cl)c1,-8.1,0.8116,4.3587
CC(=O)N1CCc2nc(-c3cccc(NC(=O)CC[NH2+]CCO)c3)sc2C1,-8.1,0.6040,5.8717
COC(=O)CCn1c(SCCOc2ccccc2)nc2ccccc2c1=O,-8.1,0.2572,5.7376
COc1cccc(CN2CCN(Cc3nnsc3NC3CCCCC3)CC2)n1,-8.1,0.7635,5.5149
CCN(C(=O)CSc1nc(C)c2nc[nH]c2n1)c1cccc(C)c1,-8.0,0.5700,4.3617
C[C@@H](Sc1nnnn1C1CCCC1)Cn1ccccc1=O,-8.0,0.7918,3.7688
Cc1cccc([C@@H](C)CNC(=O)C(=O)Nc2nnc(C)s2)c1,-8.0,0.8447,3.602
CCCc1cc(C(=O)Nc2cc(F)cc(C)c2)ncn1,-8.0,0.9307,2.8477
Cc1nnsc1C(=O)Nc1ccccc1SC1CCCCC1,-8.0,0.8933,4.3792
C[C@H]1CC[C@@H](C)N(C(=O)CCc2ccc3c(c2)OCO3)C1,-8.0,0.8584,2.2061
C[C@H]1CN(C(=O)NCc2csc3ccccc23)C[C@H](C)O1,-8.0,0.9253,2.5821
COc1ccc(F)c(NC(=O)[C@@H](C)Oc2ccc(Cl)cc2)n1,-8.0,0.9165,3.6847
CC(C)[C@H]1OCC[C@H]1CNC(=O)[C@@H](c1ccc(Cl)cc1)N1CCOCC1,-8.0,0.8240,3.6499
COC(=O)c1c(C)[nH]c(C(=O)Nc2nc(C)c(-c3nc(C)cs3)c(C)n2)c1,-8.0,0.6675,4.9999
Cc1ccc(S(=O)(=O)NC[C@H]2CCCC[C@H]2C(C)C)c(C)c1,-8.0,0.8885,3.0118
CC(C)(C)C1CCC2(CC1)NC(=O)N(C1CCC(C(N)=O)CC1)C2=O,-8.0,0.7504,1.934
Cc1cccc(CNC(=O)CNc2c(F)cccc2F)c1,-8.0,0.8885,3.1898
COC(=O)Cn1/c(=N/C(=O)C2CCCCC2)sc2ccccc21,-7.9,0.8121,3.0832
C[C@]1(CNc2cc(O)nc3ccccc23)CC[NH2+]C1,-7.9,0.7780,3.3122
CC(=O)O[C@@H]1C(=O)C[C@@H](c2ccccc2C)[C@H]1C,-7.9,0.7533,1.3245
O=C(Cc1ccc(N2CCOCC2)cc1)N[C@H]1CCCC[C@@H]1CO,-7.9,0.8620,3.6089
CCN(Cc1ccc(Cl)s1)C(=O)CCCn1cnc2ccccc2c1=O,-7.9,0.6146,5.4013
Cc1ccc2c(C(=O)N3CC[C@@](O)(C(F)F)C3)c[nH]c2c1,-7.9,0.8928,2.1623
Cc1ccc(NC(=O)c2cc(Cl)c(OCC(N)=O)cc2)cc1Cl,-7.9,0.8643,3.9751
Cc1ccc([C@@H](C)[NH2+][C@@H](C)c2cc(F)c(F)cc2F)o1,-7.9,0.8569,2.367
Cc1nn(CCOc2ccc(C(=O)N[C@@H]3CCCC[C@@H]3C)cc2)c(C)c1,-7.9,0.8552,4.5473
C[C@H](Sc1ccccc1Cl)C(=O)NC1(C#N)CCCCCC1,-7.9,0.6477,3.3641
CC[NH+](Cc1nnc(-c2cccc(Cl)c2)o1)[C@@H]1CS(=O)(=O)C[C@@H]1O,-7.9,0.7635,5.3046
CC(C)n1c(Cc2ccccn2)nc(N2CCCCCCCC2)n1,-7.9,0.8512,3.7585
CS[C@H]1CC[C@H](NC(=O)C(=O)Nc2ccc(N3CCCC3=O)cc2)C1,-7.9,0.8057,3.4257
CCN1CC[NH2+][C@H](Cc2nc3c(C(C)C)ccc(O)c3s2)C1=O,-7.8,0.8893,3.8031
CCc1ccccc1S(=O)(=O)[N-]c1cccc(CS(C)(=O)=O)c1,-7.8,0.7992,3.8311
C[C@H]1C[C@@H]1NC(=O)N1CCC(NCc2cn3cccc(C)c3[nH+]2)CC1,-7.8,0.8889,3.7638
NC(=O)C(CNC(=O)N[C@@H](C)c1ccccc1Cl)C(F)(F)F,-7.8,0.7703,2.5643
C[C@H](NC(=O)CCCn1c(C)nc2ccccc21)c1cnn(C)c1,-7.8,0.7577,4.3561
Cc1noc(CNC(=O)c2ccc(COc3ccccc3C#N)o2)n1,-7.8,0.7333,4.9893
CC(=O)[C@@]1(C)CCCN1Cc1ccnc2ccccc12,-7.8,0.8569,2.5104
CC(C)[C@](C)(Cc1nc(-c2ccncc2)no1)C(F)(F)F,-7.8,0.8589,2.9815
O=C(Nc1cnn(-c2ncccn2)c1)C1=CCCCO1,-7.8,0.9094,3.8281
Cc1c(Cl)cnc(NC[C@H](C)Oc2ccccc2Cl)c1,-7.8,0.8776,3.9942
CN(Cc1ccc(N(C)C)cc1)Cn1cnc2sc(C)c(C)c2c1=O,-7.8,0.7038,4.4266
O[C@@H](C[C@@H]1CCCCCCCC1CCC(C)C)CCOCC1CCCCC1,-7.8,0.4081,5.8419
CC(C)N1C[C@H](C(=O)N2CCC[C@H](Oc3cnn(C)c3)C2)CC1=O,-7.8,0.8252,3.4928
O=C1C[C@@H](c2ccsc2)CC(C(=O)Nc2cccc(Cl)c2)=N1,-7.8,0.9267,3.6067
CC(=O)NCCc1ccc([C@@H](C)[NH2+][C@H](C)c2ccccc2Cl)s1,-7.7,0.7879,4.1425
O=C(Nc1cnc(Cl)cn1)[C@@H]1Cc2ccccc2O1,-7.7,0.9112,2.7616
Cc1cc(-c2ccc(S(=O)(=O)N3CCO[C@@H](C)C3)cc2)on1,-7.7,0.8647,2.9322
Cc1ccc(C(=O)N[C@@H](C)c2cn(C)nc2C)cc1C(N)=O,-7.7,0.8988,3.5259
CC(C)[C@H](C)NC(=O)N[C@@H]1c2ccccc2C[C@H]1O,-7.7,0.7798,2.1676
Cc1onc(-c2c(Cl)cccc2Cl)c1C[NH2+]C1CC1,-7.7,0.9417,2.8608
C[C@@H](CNC(=O)c1cnc(Cl)cc1Cl)c1cccc(Cl)c1,-7.7,0.8259,3.6559
CCc1cccc(OCc2cccc(N)c2)c1,-7.7,0.8123,2.6916
CC(C)Oc1cccc(CC(=O)N2CCCC[C@H](O)C2)c1,-7.7,0.9264,2.165
CCN(Cc1nc(-c2cccs2)cs1)C(=O)c1csc(-c2cccc(OC)c2)n1,-7.7,0.3710,7.6005
CC1(C)C[NH+](Cc2nnnn2-c2cccc(Cl)c2)CC[S@@]1=O,-7.7,0.8691,4.0193
O=C(CCc1ccccc1O)Nc1cc(Cl)ccn1,-7.7,0.9022,3.1253
Cc1ccc(C(C)(C)C)cc1NC(=O)[C@@H](C)NC(N)=O,-7.7,0.7916,1.9263
Cc1nc(C(=O)NCc2cc(-c3cc(C)on3)no2)sc1C,-7.7,0.7944,4.1768
CC[C@H](C)c1ccc(N/C([O-])=C(/C#N)C(=O)c2ccc(Cl)cc2)cc1,-7.7,0.3644,4.691
Cc1ccc(N(C)C(=O)[C@@]23CC[C@@H](C[C@@H]2Cl)C3)cn1,-7.7,0.7788,1.6525
O=C(Nc1ccc(Cl)cc1)N[C@H](CO)c1ccc(Cl)cc1,-7.7,0.7995,3.6669
Cc1ccc(=O)[nH]c1S(=O)(=O)N1C[C@H](C(=O)[O-])[C@H](C)C1,-7.7,0.7448,4.1351
CSCc1ccc(NC(=O)c2ccc(-n3cnnn3)cc2)cc1,-7.7,0.7807,4.4783
CCc1cccc(NC(=O)NNC(=O)c2sc(C)nc2C)c1,-7.6,0.7610,3.2698
Cc1nc(C(=O)Nc2cccc(NC(C)C)c2)cnc1C,-7.6,0.9047,3.3423
Cc1cc(C(=O)N[C@H](C)Cc2nc(C)cs2)cc(C)c1Cl,-7.6,0.9211,3.4682
O=[N+]([O-])c1c(Nc2ccccc2)ncn1[C@@H]1CCS(=O)(=O)C1,-7.6,0.6802,4.1299
COC(=O)[C@]1(C)CC(=O)NC(=O)[C@H]1c1ccc(Cl)c(Cl)c1,-7.6,0.6671,2.1494
CCOC(=O)[C@H]1[C@@H]2C(=O)[C@@H](C[C@@H]3CCCO3)CC(=O)N2C1C[C@H]1CCC[C@@H]1CC,-7.6,0.6087,4.2244
CN1CCCN(C(=O)[C@@H]2C[C@H]2c2ccc(Cl)cc2)CC1,-7.6,0.8365,1.4304
C[C@H]1CC[C@H](C)N(C(=O)c2ccnc(OC(C)(C)C)c2)C1,-7.6,0.8366,1.8147
C[C@@H](NC(=O)CCc1cccnc1)c1ccc(N(C)C)nn1,-7.6,0.8796,3.9981
C[C@H](c1ccc2c(c1)C(O)CO2)n1nccc1N,-7.6,0.8406,3.1416
