SMILES,Dock,QED,SA
Cc1ccccc1CC(Cc1ccccc1)Nc1ccc(C(=O)O)cc1N,-9.5000,0.5407,5.949
CC(C(=O)O)c1ccc(CC(Cc2ccccc2)Cc2ccccc2)cc1,-9.3000,0.5756,5.8618
O=C(NNc1ccccc1)c1ccc(-c2ccccc2)cc1,-9.0000,0.7093,4.247
O=C(O)c1ccc(NC(Cc2ccccc2)Cc2ccccc2)cc1,-9.0000,0.6623,5.4961
Cc1ccccc1Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)NF)cc2)cc1C,-9.0000,0.5926,5.4944
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)NF)cc2)cc1CCc1ccccc1,-8.8000,0.5714,5.7374
O=C(OF)c1ccc(NC(Cc2ccccc2)Cc2ccccc2)c(F)c1F,-8.7000,0.6020,5.9402
Nc1cc(C(=O)O)ccc1NC(Cc1ccccc1)Cc1ccccc1F,-8.7000,0.5442,5.8763
Cc1cc(Cc2ccccc2)ccc1C(=O)Nc1ccc(S(=O)(=O)NO)cc1N,-8.7000,0.3668,5.7132
Cc1cc(C(=O)Nc2ccc(S(=O)(=O)NF)cc2)ccc1Cc1ccccc1,-8.6000,0.6165,5.3047
Cc1cc(Cc2ccccc2)ccc1C(=O)Nc1ccc(S(=O)(=O)NO)cc1O,-8.6000,0.3665,5.7798
O=C(OF)c1ccc(NC(Cc2ccccc2)Cc2ccccc2)c(F)c1,-8.5000,0.6289,5.8262
Nc1cc(C(=O)O)ccc1NC(Cc1ccccc1)Cc1ccccc1,-8.5000,0.5596,5.7622
Cc1cc(Cc2ccccc2)ccc1C(=O)Nc1ccc(S(=O)(=O)NO)cc1,-8.5000,0.5558,5.4471
Cc1cc(NC(=O)c2ccc(Cc3ccccc3)cc2)ccc1S(N)(=O)=O,-8.3000,0.7100,4.7046
O=C(NNOCc1ccccc1)c1ccccc1Cc1ccccc1,-8.3000,0.5129,5.1433
Cc1cc(C(=O)Nc2ccc(S(=O)(=O)NF)cc2)ccc1Cc1ccccc1N,-8.3000,0.4246,5.5708
NNS(=O)(=O)c1ccc(NC(=O)Cc2ccccc2)cc1Cc1ccccc1F,-8.3000,0.4095,5.4065
Oc1ccccc1Oc1c(F)cccc1Nc1ccccc1,-8.2000,0.7060,4.9046
Nc1ccccc1Oc1c(F)cccc1Nc1ccccc1,-8.2000,0.6696,4.838
FNc1ccccc1Cc1ccccc1Oc1ccccc1,-8.2000,0.6388,4.8945
O=C(Nc1ccc(S(=O)(=O)NO)cc1)c1ccc(Cc2ccccc2)cc1F,-8.2000,0.5532,5.3703
